,PMCIDS,keywords,TPS_match,TPS._match
106,PMC5750628,"PCR', 'Gene identification', '18S rRNA', 'DNA extraction', 'Secondary metabolites', 'Leaves', 'Dark adaptation', 'Isoprene Synthase (Isps)', 'Pin Oak (Quercus Palustris)'",,
107,PMC4255773,"Comparative genomics', 'Transcriptome', 'Life Strategy', 'Nematode Endoparasitic Fungus', 'Parasitism Mechanism'",TPS',
108,PMC5090222,NaN,,
109,PMC8392013,"Cell wall', 'Microscopy', 'Salinity', 'Qpcr', 'Leaflets', 'Phenylpropanoid Pathway', 'Tomato Cultivar Micro-tom'","TPS,', 'TPS)'",
110,PMC6723042,"Thymus', 'Transcriptome', 'Terpenoid Biosynthesis', 'Phylotranscriptome'","(TPSs)', 'TPSs', 'TPS', 'TPSs', 'TPS1â€“TPS9', 'TPS', 'TPS', 'TPS2,', 'TPS3,', 'TPS4,', 'TPS5.', 'TPS', 'TPS5,', 'TPS3.', 'TPS5', 'TPS5', 'TPS2', 'TPS3', 'TPS4', 'TPS5', 'TPS', 'TPS', 'TPS2', 'TPS3,', 'TPS4', 'TPS5', 'TPS4', 'TPS2.', 'TPSs', 'TPS', 'TPS/CYP', 'TPSb', 'TPS,', 'TPSs', '(Mono-TPSs),', '(Di-TPSs),', '(Sesqui-TPSs).', 'TPSs', 'TPSa', 'TPSg', 'Mono-TPSb', 'TPSs.', 'TPSs', 'Mono-TPSb', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPS2', 'TPS3', 'TPS5', 'TPSs', 'TPS-b', 'Mono-TPSs.', 'TPSb', 'TPSg,', 'TPS'",
111,PMC7487690,Rhododendron Molle Transcriptome De Novo Assembly Secondary Metabolites Biosynthesis,"(TPSs)', 'TPS', 'TPS', '(RmTPS1â€“5,', 'RmTPS9)', 'TPS-a', 'RmTPS8', 'TPS-e/f', 'TPSs', 'RmTPS6', 'RmTPS7', 'TPS-c', 'TPSs', 'TPS'",
112,PMC3694093,NaN,,
113,PMC4432371,NaN,"SamonoTPS)', 'TPS-b'",
114,PMC6956188,"Transcriptome', 'Gene Expression', 'Kerria Chinensis', 'Lac Synthesis'",,
115,PMC8222033,"Glandular trichome', 'terpenes', 'Introgressed line', 'Santalene', 'Tomato Trichome', 'Bergamotene', 'Piercing-sucking Pest'","SlTPS18,', 'SlTPS19,', 'SlTPS20,', 'SlTPS21,', 'SlTPS41', 'ShTPS18,', 'ShTPS20,', 'ShTPS45', 'SlTPS20', 'SlTPS20', 'TPS12', 'TPS12', 'SlTPS20', 'habrochaitesTPS'",
116,PMC3073958,NaN,,
117,PMC8395231,"Stevia rebaudiana', 'Transcription factors', 'Transcriptome', 'nitrogen forms', 'secondary metabolism'",,
118,PMC5295635,"Proteome', 'Transcriptome', 'metabolome', 'phytohormones'",,
119,PMC7476102,"Gene cluster', 'Terpene synthase', 'Insect Repellent', 'Specialized Metabolites', 'Kolavenyl Diphosphate', 'Clerodane', 'Beautyberry', 'Callicarpenal'",,
120,PMC8348138,"Transcription factors', 'Narcissus Tazetta', 'Floral Fragrance', 'Floral Pigment', 'Transcriptome-based Wgcna Analysis', 'Metabolite Flux'","TPS),', 'TPS,'",
121,PMC6278268,"Scutellaria Barbata', 'Terpene synthase', 'Diterpene Synthase', 'Transcriptomics Analysis', 'Terpenoid Backbone Biosynthesis'","SbTPS12', 'SbTPS8', 'SbTPS12', 'SbTPS12,', 'SbTPS12.', 'SbTPS12', 'diTPS', 'TPS-c', 'TPS-e/f', 'SbTPS8,', 'SbTPS9,', 'SbTPS12', 'diTPS', 'SbTPS8,', 'SbTPS9,', 'SbTPS12', 'SbTPS8', 'SbTPS9', 'SbTPS8', 'SbTPS8', 'SbTPS8', 'SbTPS9', 'SbTPS9', 'SbTPS9', 'SbTPS8', 'SbTPS12', 'SbTPS11', 'SbTPS14', 'SbTPS11', 'TPS', 'TPS', 'SbTPS1', 'SbTPS5', 'TPS-a', 'TPS-a', 'SbTPS4', 'AtTPS21,', 'SbTPS6', 'TPS-b', 'SbTPS6', 'TPS-b', 'SbTPS7', 'AtTPS14)', 'TPS-g', 'SbTPS8', 'SbTPS11', '(AtTPS31)', 'TPS-c', 'TPS,', 'SbTPS12', 'SbTPS14,', 'AtTPS32),', 'TPSe/f', 'TPS-a', 'TPS-c', 'TPS-e/f', 'diTPS', 'diTPS', 'TPS-c', 'TPS-e/f', 'diTPS', 'SbTPS8', 'diTPS', 'SbTPS9', 'SbTPS11', 'TPS9', 'SbTPS11', 'SbTPS11', 'VacTPS5,', 'VacTPS5', 'SbTPS11', 'VacTPS5', 'SbTPS11', 'SbTPS12', 'SbTPS13', 'SbTPS12', 'SbTPS13', 'SbTPS12', 'SbTPS13', 'SbTPS14'",
122,PMC5777606,"Heat stress', 'Î’-phellandrene', 'Recovery Kinetics', 'Monoterpene Emission', '(E)-Î_-caryophyllene', 'Sesquiterpene Emission', 'Terpenoid Synthase Expression'",,
123,PMC7497057,"Setaria italica', 'Natural products', 'Pathway Discovery', 'Terpene Synthases', 'Plant Specialized Metabolism', 'Crop Stress Resilience'","diTPSs', 'TPS', 'TPS', 'TPS', 'diTPSs', 'SiTPS9,', 'SiTPS34', 'SiTPS35', 'diTPSs', 'diTPS', 'SiTPS34', 'SiTPS35', 'SiTPS9', 'SiTPS9', 'SiTPS34', 'SiTPS35', 'SiTPS6', 'SiTPS6', 'TPS', 'TPS', 'TPSs', 'TPSs', 'TPS', 'TPS', 'TPSs', 'TPSs', 'TPSâ€êc', 'diTPS', 'SiTPS6,', 'SiTPS9,', 'SiTPS34', 'SiTPS35', 'SiTPS34', 'SiTPS35', 'SiTPS6', 'SiTPS9', 'diTPSs', 'TPS', 'TPSs', 'TPSs,', 'diTPSs', 'TPSâ€êe/f', 'SiTPS28', 'SiTPS29', 'ZmTPS1,', 'SiTPS5,', 'SiTPS8', 'SiTPS13', 'diTPSs', 'SiTPS5', 'SiTPS8', 'diTPSs.', 'SiTPS8', 'diTPS', 'sesquiâ€êTPSs.', 'diTPS', 'SiTPS8', 'diTPSs', 'TPSâ€êe/f', 'SiTPS1', 'SiTPS2', 'TPSâ€êg', 'TPSs', 'TPS', 'TPSâ€êa2', 'sesquiâ€êTPSs', 'TPSs', 'monoâ€êTPSs', 'TPS', 'TPS', 'sesquiâ€êTPSs', 'sesquiâ€êTPS', 'TPS', 'TPS', 'TPS', 'TPSs', 'TPS', 'TPSs', 'SiTPS19,', 'SiTPS26', 'SiTPS31,', 'TPS', 'TPS', 'TPS', 'TPS', 'diTPS', 'SiTPS29', 'SiTPS34)', 'SiTPS6', 'SiTPS9', 'SiTPS28', 'TPS', 'SiTPS1,', 'SiTPS21,', 'SiTPS25', 'SiTPS38', 'SiTPS12', 'SiTPS17', 'SiTPS15', 'SiTPS18', 'TPS', 'TPS', 'PvTPS3,', 'PvTPS17,', 'PvTPS55,', 'TPSs', 'ZmTPS10', 'TPSs', 'TPS', 'SiTPS34', 'synthasesSiTPS28/', 'diTPS', 'SiTPS6,', 'SiTPS9', 'TPS', 'TPSs', 'TPS', 'TPSs', 'SiTPS6,', 'SiTPS8,', 'SiTPS9,', 'SiTPS15,', 'SiTPS19,', 'SiTPS20', 'SiTPS21', 'TPSs', 'TPS', 'SiTPS19', 'SiTPS15', 'TPS', 'SiTPS26', 'SiTPS19', 'SiTPS35', 'SiTPS1,', 'SiTPS27', 'SiTPS28,', 'SiTPS8,', 'SiTPS9,', 'SiTPS15,', 'SiTPS19', 'SiTPS20', 'diTPSs', 'diTPS/', 'SiTPS8,', 'SiTPS9', 'SiTPS9', 'SiTPS8', 'SiTPS8', 'SiTPS9', 'SiTPS8', 'TPS', 'SiTPS8', 'SiTPS9', 'SiTPS9', 'SiTPS8', 'SiTPS8', 'SiTPS8', 'diTPS', 'diTPS', 'SiTPS8', 'SiTPS8', 'SiTPS8', 'sesquiâ€êTPS', 'TPS', 'SiTPS15', 'SiTPS20', 'SiTPS19', 'SiTPS27', 'SiTPS26', 'SiTPS38', 'SiTPS21', 'SiTPS25', 'diTPSs', 'diTPSs', 'TPSs', 'TPS', 'SiTPS1', 'SiTPS2', 'diTPSs', 'SiTPS28', 'SiTPS29,', 'IrTPS3', 'SiTPS9', 'SiTPS28', 'SiTPS29', 'diTPS', 'SiTPS28', 'ZmTPS1', 'diTPS', 'sesquiâ€êTPS', 'ZmTPS1', 'SiTPS28', 'SiTPS28', 'diTPSs', '(SiTPS5,', 'SiTPS8,', 'SiTPS13),', 'diTPSs,', 'diTPS', 'SiTPS5', 'SiTPS13', 'SiTPS9', 'SiTPS34/35', 'SiTPS8', 'SiTPS8â€êcatalyzed', 'SiTPS8â€êcatalyzed', 'SiTPS8', 'diTPS', 'SiTPS8', 'TPS'",
124,PMC8212831,"Solanaceae', 'Phylogeny', 'Tropane alkaloids', 'Terpene synthase', 'Datura stramonium', 'H6h', 'Gene Duplication And Contraction', 'Plant Defense To Herbivores', 'Tropinone Reductase'",,
125,PMC4682189,NaN,"(TPS),'",
126,PMC8378792,"Hormones', 'Grape', 'metabolome', 'Chardonnay', 'Bud Mutation'","VvTPS24', 'VvTPS56', 'VvTPS58', 'VvTPS56', 'VvTPS58'",
127,PMC4737073,"Sesquiterpenoids', 'Pinot Noir', 'Shiraz', 'Sesquiterpene Synthase', 'Rotundone', 'Wine Aroma.'","TPS-a', 'TPSs', 'VvTPS24', 'VvTPS24', 'VvTPS24', 'VvTPS24', 'VvTPS24', 'VvTPS24', 'VvTPS24'",
128,PMC6804824,"secondary metabolism', 'Transcriptomics'","LTPS-1,', 'LTPS-2,', 'LTPS-3', 'LTPS', 'LTPS-1,', 'LTPS-3,', 'LTPS-2,', 'LsoTPS-1,', 'LsoTPS-2,', 'LsoTPS-3', 'LsoTPS-1', 'LsoTPS-2', 'LsoTPS-3', 'TPS', 'TPS', 'LTPS-1,', 'LTPS-2,', 'LTPS-3', 'TPS', 'LsoTPS-1,', 'LsoTPS-2,', 'LsoTPS-3)', 'LrlTPS-1,', 'LrlTPS-3,', 'LsoTPS-1,', 'LsoTPS-2,', 'LsoTPS-3', 'TPS-1,', 'TPS-2,', 'TPS-3', 'LrlTPS-1', 'LrlTPS-3', 'LrlTPS-3', 'TPS', 'LTPS-1,', 'LTPS-2,', 'LTPS-2,', 'LTPS-1', 'LTPS-3', 'LTPS-2.', 'LTPS', 'LTPS-1', 'LTPS-2', 'LTPS-1', 'LTPS-3', 'LTPS-3,', 'LTPS-2.', 'monoTPSs', 'monoTPSs', 'monoTPS', 'LTPS-1,', 'LTPS-2,', 'LTPS-3', 'LTPS-1', 'LTPS', 'LTPS-3', 'LTPS-1', 'LTPS', 'LTPS-2,', 'LTPS-1', 'LTPS-3,', 'LTPS-2', 'LTPS', 'LTPS-1,', 'LTPS-2,', 'LTPS-3,', 'monoTPS', 'LTPS-1,', 'LTPS-2', 'LTPS-3', 'LTPS-1,', 'LTPS-2,', 'LTPS-3,', 'LTPS-1,', 'LTPS-2,', 'LTPS-3', 'LTPS-1', 'LTPS-3', 'LTPS-2', 'LTPS', 'LTPS', 'LTPS', 'LTPS-2', 'LTPS-3', 'LTPS', 'LsoTPSâ€“gDNA,', 'LsoTPS-1', 'LsoTPS-2', 'LsoTPS-3', 'LTPS', 'LsoTPS-2,', 'LsoTPS-1', 'LsoTPS-3,', 'LsoTPS-3', 'LsoTPS-1', 'LsoTPS-2', 'LTPS-1,', 'LTPS-2,', 'LTPS-3', 'LTPS'",
129,PMC5122590,"Ecotype', 'Root', 'Arabidopsis', 'Diterpenes', 'Terpene synthase'","TPS20', 'TPS20c', 'TPS20c', 'TPSs', 'TPS', 'TPS', 'TPS26', 'TPS30', 'TPS30', 'TPS26', 'TPS30', 'sesquiTPS', 'TPS26', 'TPS30.', 'TPS22', 'TPS25', 'diTPS', 'TPS20c', 'TPS6c,', 'TPS', 'TPS9', 'diTPS', 'TPS9', 'TPS9', 'TPS9', 'TPS20', 'TPSs,', 'TPS', 'TPS6', 'TPS9', 'TPS19', 'TPS20', 'TPS22', 'TPS25', 'TPS26', 'TPS29', 'TPS30', 'TPS6,', 'TPS', 'sesquiTPS', 'diTPS', 'TPS9,', 'TPS22,', 'TPS25,', 'TPS26,', 'TPS30', 'TPS19,', 'TPS20,', 'TPS29', 'TPS20', 'TPS19', 'TPS29', 'TPS9,', 'TPS22,', 'TPS25,', 'TPS30', 'TPS20', 'TPS20', 'TPS20', 'TPS20', 'TPS20', 'TPS20', 'TPS20', 'TPS20', 'TPS20', 'TPS20', 'TPS20c', 'TPS20c', 'TPS20c', 'TPS20c', 'TPS20', 'TPS20c', 'TPS20c', 'TPS20c', 'TPS20c', 'TPS20c', 'diTPSs', 'TPS20c', 'TPS20c,', 'TPS20c', 'diTPS', 'TPS20c', 'TPS20', 'TPS20c,', 'TPS6', '(TPS6c),', 'TPS20c', 'TPS20c', 'TPS20c', 'TPS20c', 'TPS20c', 'TPS20c', 'TPS20', 'TPS20c'",
130,PMC4198257,NaN,"(TPS,', 'TPS', 'TPS,'",
131,PMC6231246,"Trichoderma', 'Biological control', 'Fusarium oxysporum', 'Volatile compounds', 'Antifungal Metabolites', 'Fungal Chemical Ecology'",,
132,PMC3224124,NaN,(TPS)',
133,PMC7230838,"Phylogenetic analysis', 'Osmanthus fragrans', 'Gene evolution', 'Linalool Oxides', 'Monoterpenoid Biosynthesis', '2R-myb Transcription Factor'",,
134,PMC6100529,"Transcription factor', 'Transcriptome', 'Osmanthusfragrans', 'Floral Scent'",,
135,PMC4415311,NaN,"PlTPS2)', 'PlTPS2'",
136,PMC5850473,"Substrate specificity', 'Site-directed mutagenesis', 'Ocimene Synthase', 'Isoprene Synthase Evolution', 'Active Site Size Modulation', 'Short-chain Terpene Synthases Parallel Evolution'","TPS-b', 'TPS', 'TPS-b'",
137,PMC7890063,NaN,"TPS', 'TPS', 'TPSs.', 'TPS', 'TPS'",
138,PMC3561538,NaN,,
139,PMC6214137,,,
140,PMC8406774,"Amomum villosum', 'Amomum longiligulare', 'Transcriptome', 'Bornyl acetate', 'Linalool Synthase', 'Bornyl Diphosphate Synthase'","AlTPS3', 'AlTPS3', 'AlTPS3', 'AlTPS3', 'AlTPS3', 'AlTPS3', 'AlTPS3', 'AlTPS3,', 'AlTPS3', 'AlTPS3', 'AlTPS3', 'AlTPS3', 'AlTPS3', 'AlTPS3', 'AlTPS3', 'AlTPS3', 'AlTPS', 'AlTPS3,', 'AlTPS2,', 'AvTPS2', 'AvTPSs', 'AlTPS', 'AlTPS1-AlTPS3)', 'AlTPS3', 'AlTPS3', 'AlTPS2', 'AvTPS2,', 'AlTPS2,', 'AvTPS2', 'AlTPS3', 'AlTPS2', 'AvTPS2', 'AlTPS3', 'AlTPS3', 'AlTPS2,', 'AvTPS2,', 'AlTPS3', 'AlTPSs', 'AvTPS2', 'TPS', 'AlTPS2,', 'AvTPS2,', 'AlTPS3', 'TPS-b', 'AlTPS1', 'TPS-f', 'AlTPS4', 'AlTPS5', 'TPS-c', 'AlTPS6', 'TPS-e', 'TPS-c', 'TPS-e', 'AlTPS2', 'AvTPS2', 'AlTPS3', 'AlTPS2,', 'AvTPS2,', 'AlTPS3,', 'mono-TPS', 'AlTPS2', 'AvTPS2', 'AlTPS2', 'AvTPS2', 'AlTPS3', 'AvTPS2', 'AlTPS2', 'AlTPS3', 'AlTPS2', 'AvTPS2', 'AlTPS2', 'AvTPS2', 'AlTPS2', 'AvTPS2', 'AlTPS2', 'AvTPS2', 'AlTPS2', 'AvTPS2', 'AlTPS2', 'AvTPS2,', 'AlTPS2', 'AvTPS2', 'AlTPS2,', 'AvTPS2', 'AlTPS2', 'AvTPS2', 'AlTPS2', 'AvTPS2', 'AlTPS2', 'AvTPS2', 'AvTPS2', 'AlTPS2', 'AvTPS2', 'AlTPS2', 'AlTPS2', 'AvTPS2', 'AlTPS2', 'AvTPS2', 'AlTPS2', 'AvTPS2', 'AvTPS2', 'AlTPS2', 'AlTPS3', 'AlTPS3', 'AlTPS3', 'AlTPS3', 'AlTPS3', 'AlTPS3', 'AlTPS3-A496G', 'AlTPS', 'AvTPS3-A496G,', 'AvTPS3,', 'AlTPS3-WT', 'AlTPS3-A496G,', 'AlTPS3-A496G', 'AlTPS3-WT', 'AlTPS3-A496G', 'AlTPS3-WT', 'AlTPS3-WT', 'AlTPS3-A496G', 'AlTPS3-WT', 'AlTPS3-A496G', 'AlTPS3-WT,', 'AlTPS3-A496G', 'AlTPS3-A496G', 'AlTPS3-WT'",
141,PMC3638147,"Methyl jasmonate', 'Herbivore-induced plant volatiles', 'jasmonic acid', 'Sparganothis Sulfureana', 'Electroantennograms', 'Multi-trophic Interactions'","TPS,', 'TPS21', 'TPS21),', 'TPS21', 'TPS21),', 'TPS21.', 'TPS)'",
142,PMC4473991,"Terpene synthase', 'volatile organic compounds', 'terpenes', 'Floral Scent', 'Cananga Odorata Var. Fruticosa', 'Ylang Ylang.', 'Î’-copaene', 'Î’-cubebene', 'Î’-ylangene'","TPS', 'TPS', 'CoTPS', 'CoTPS2', 'TPS-a', 'sesqui-TPSs,', 'CoTPS1', 'CoTPS3', 'TPS-b', 'mono-TPSs', 'CoTPS4', 'TPS-g', 'mono-TPSs', 'CoTPSs', 'mono-TPS', 'sesqui-TPS', 'di-TPS,', 'CoTPS1,', 'CoTPS2,', 'CoTPS3', 'CoTPS4', 'sesqui-TPS', 'CoTPS1', 'CoTPS4,', 'mono-TPSs.', 'CoTPS3,', 'mono-TPS', 'TPS-b', 'CoTPS2', 'sesqui-TPS.', 'CoTPS1', 'CoTPS2', 'TPSs', 'CoTPS3', 'CoTPS4', 'CoTPS', 'CoTPSs', 'CoTPS1,', 'CoTPS2,', 'CoTPS3,', 'CoTPS4', 'CoTPS2â€“YFP', 'Co-TPS3', 'CoTPS2', 'CoTPS3', 'CoTPS1', 'CoTPS4', 'mono-TPS', 'TPSs', 'CoTPSs', 'CoTPS3', 'TPS-b', 'CoTPS3', 'CoTPS4,', 'TPS-g', 'CoTPSâ€“YFP', 'TPS.', 'TPS', 'CoTPSs', 'CoTPS', 'sesqui-TPS,', 'CoTPSs', 'CoTPS1,', 'TPS-b', 'CoTPS1', 'mono-TPSs', 'CoTPS2', 'CoTPS2', 'sesqui-TPSs', 'TPSs', 'CoTPSs', 'TPSs,', 'CoTPS3,', 'CoTPS', 'CoTPSâ€“YFP', 'CoTPS1â€“YFP', 'CoTPS4â€“YFP,', 'CoTPS2â€“YFP', 'CoTPS3â€“YFP', 'CoTPS1', 'CoTPS4', 'CoTPS2', 'CoTPS3', 'CoTPS', 'TPS', 'CoTPS1,', 'CoTPS3,', 'CoTPS4,', 'CoTPS2', 'TPSs', 'TPS.'","sesqui-TPS.', 'TPS.', 'TPS.'"
143,PMC5853251,"Cucumber', 'MeJA', 'biotic stress', 'terpenes', 'Doseâ€“response', 'Lox Products', 'Proton-transfer Reaction Time-of-flight Mass Spectrometer (Ptr-tof-ms)'",,
144,PMC4963619,"Essential oil', 'Transcriptome', 'Cymbopogon', 'Monoterpene Biosynthesis', 'Aromatic Grasses', 'Gene Candidates'","TPS1', 'CfTPS1', 'TPS,', 'TPS', 'TPS', 'CfTPS1', 'CfTPS1'",
145,PMC8310001,"Acetyltransferase', 'Knock-out', 'Fusaproliferin', 'Cytochrome P450 Oxidoreductase', 'Emerging Mycotoxins', 'Fad-Oxidase', 'Preterpestacin', 'Terpestacin', 'Terpenoid Synthase'",(TPS)',
146,PMC6393351,"Sesquiterpene', 'Grapevine', 'Flower', 'Chemotype', 'TPS'","VviTPS-a', 'VvivSHTPS01', 'VvivSBTPS27', 'VvivMATPS10', 'VviTPS-a', 'VvivTPS01', 'VvivSHTPS10.', 'VviTPS28', 'VvivSBTPS28b,', 'VvivSBTPS28a.', 'VvivSBTPS28b', 'VvivSBTPS28b,', 'VvivMATPS10', 'VviTPS', 'VviTPS10', 'VvivMATPS10', 'VviTPS10', 'VviTPS', 'VviTPS10', 'VviTPS10', 'VviTPS10', 'VvivMATPS10', 'VviTPS10-like', 'VviTPS10-like', 'VvivMATPS10', 'VviTPS10', 'VviTPS-a', '(VviTPS02,', 'VviTPS01', 'VviTPS01', 'VviTPS02', 'VviTPS27', 'VviTPS01', 'VviTPS10', 'VviTPS10', 'VviTPS28', 'VviTPS28,', 'VviTPS27', 'VviTPS', 'VviTPS', 'VviTPS-a', 'VviTPS', 'VviTPS-a', 'VviTPS-a', 'VviTPS-a', 'VviTPS-a', '(VviTPS07,', 'VviTPS27', 'VviTPS-a', 'VviTPS', 'VviTPS', 'VviTPS', 'VviTPS', 'VviTPS', 'VviTPS'",
147,PMC4708045,"Essential oils', 'Crystal structure', 'Thyme', 'Gene Expression', 'Geranyl Diphosphate', 'Thymus Vulgaris', 'Î“-terpinene Synthase', 'Cyclase', 'Terpenoid Biosynthesis'",,
148,PMC6632208,"Flowering', 'Herbivore', 'pollinator', 'Network Analysis', 'Volatile Terpenoids', 'Lavandula Angustifolia â€˜Jx-2â€™'","TPSs', 'TPSs,', 'TPSs', 'TPS-a,', 'TPS-b,', 'TPS-d', 'TPS-e/f'",
149,PMC6110340,NaN,,
150,PMC2659225,NaN,,
151,PMC6913736,"Arabidopsis', 'Glucosinolate', 'Proteomics', 'Isoprenoid', 'Primary root', 'Mevalonate', 'Hmgs', 'F-244'","TPS-CIN', '(TPS-CIN)'",
152,PMC7143919,,,
153,PMC6100370,"Farnesol', 'Nerolidol', 'Polygonum Minus', 'Sesquiterpene Synthase'","(PmSTPS)', 'PmSTPS1', 'PmSTPS2', 'PmSTPS1', 'PmSTPS2', 'PmSTPS1', 'PmSTPS1', 'PmSTPS2', 'PmSTPS1', 'PmSTPS2', 'PmSTPS1', 'PmSTPS2', 'PmSTPS1', 'PmSTPS2', 'PmSTPS1', 'PmSTPS2', 'PmSTPS1', 'PmSTPS1', 'PmSTPS1', 'PmSTPS1', 'PmSTPS2', 'PmSTPS2', 'PmSTPS2', 'PmSTPS1', 'PmSTPS2', 'PmSTPS2', 'PmSTPS1,', 'PmSTPS2', 'PmSTPS1', 'PmSTPS2,', 'PmSTPS1', 'PmSTPS2', 'PmSTPS1', 'PmSTPS2', 'PmSTPS1', 'PmSTPS2', 'PmSTPS2', 'PmSTPS1,', 'PmSTPS2', 'PmSTPS1', 'PmSTPS2', 'PmSTPS2', 'PmSTPS1', 'PmSTPS2', 'PmSTPS1', 'PmSTPS2', 'PmSTPS1', 'PmSTPS2', 'PmSTPS1', 'PmSTPS2', 'PmSTPS1', 'PmSTPS2,', 'PmSTPS1', 'PmSTPS2'",
154,PMC5114810,"Genome', 'Crop', 'Macadamia', 'Rainforest', 'Proteaceae', 'Transcriptome', 'Gene Space'",TPS-b',
155,PMC2798659,NaN,,
156,PMC7504442,"Rice', 'Plant height', 'proteomic analysis', 'gibberellins', 'Crispr/cas9', 'Osga20ox2'",,
157,PMC4549110,NaN,"TPSs', 'TPSs', 'TPSs', 'TPS', 'TPS,', 'TPSs', 'TPSs', 'TPSs', '(WargTPS-c,', 'WargTPS-g,', 'TPSs'",
158,PMC7917091,NaN,"TPS-TPS,', 'TPS-CYP450,', 'TPS-BAHD', 'TPS', 'TPSs', 'TPSs', 'TPS-d', 'TPS-h', 'TPS', 'TPS-b', 'TPS-b', 'TPSs', 'TPS-BAHD', 'TPS-CYP450', 'TPSs'",
159,PMC6678411,"Metabolites', 'Platanus acerifolia', 'Rna-seq', 'Corythucha Ciliata', 'Differentially Expressed Genes (Degs)'","TPS', '(TPS)', 'TPS', 'TPS', 'TPS', 'TPS-b', 'TPS-g'",
160,PMC6598649,NaN,"TPS', 'TPS', 'TPS10', 'AtTPS10', 'AtTPS10', 'AtTPS10', 'AtTPS10', 'NbTPS5', 'NbTPS38', 'NbTPS5', 'NbTPS38', 'TPS', 'NbTPS3,', 'NbTPS4,', 'NbTPS5,', 'NbTPS38', 'TPS)', 'TPS'",
161,PMC6770952,"Photosynthesis', 'Differentially expressed genes', 'Solanum Lycopersicum', 'Rna Sequencing', 'Different Light Regimes'",,
162,PMC7861536,NaN,,
163,PMC5488034,"Deoxynivalenol', 'Proteomics', 'Fusarium graminearum', 'Transcriptomics'",,
164,PMC7852129,"Machine Learning', 'Solanum Lycopersicum', 'Read Coverage', 'Genome Misassembly'",TPS)',
165,PMC4861830,"Artemisia annua', '1', '8-Cineole', 'Î’-myrcene', 'Monoterpene Synthase', 'Camphene'","AaTPS2,', 'AaTPS5,', 'AaTPS6', 'AaTPS6.', 'AaTPS5', 'AaTPS6,', 'AaTPS2.', 'AaTPS5', 'AaTPS6', 'AaTPS2,', 'AaTPS5,', 'AaTPS6', 'AaTPS2', 'AaTPS5', 'AaTPS6', 'AaTPS5', 'AaTPS6', 'AaTPS2', 'AaTPS5', 'AaTPS6', 'AaTPS2,', 'AaTPS5,', 'AaTPS6', 'AaTPS5', 'AaTPS2', 'AaTPS6', 'AaTPS6', 'AaTPS5', 'AaTPS6', 'AaTPS2', 'AaTPS5', 'AaTPS2', 'AaTPS5', 'AaTPS6', 'AaTPS5', 'AaTPS2', 'AaTPS6', 'AaTPS2,', 'AaTPS5,', 'AaTPS6', 'TPS-b', 'AaTPS2,', 'AaTPS5,', 'AaTPS6', 'AaTPS2,', 'AaTPS5,', 'AaTPS6', 'AaTPS2', 'AaTPS5', 'AaTPS6', 'AaTPS5', 'AaTPS6,', 'AaTPS2', 'AaTPS5', 'AaTPS6', 'AaTPS2,', 'AaTPS5,', 'AaTPS6', 'AaTPSs'",
166,PMC3969365,NaN,"diTPS', 'diTPS', 'sesquiTPS', 'TPSs.', 'diTPSs', 'sesquiTPSs,', 'monoTPS', 'TPS', 'TPSs', 'TPSs', 'TPSs,', 'TPS', 'diTPSs,', 'monoTPSs', 'monoTPSs', 'monoTPSs', 'monoTPSs', 'monoTPSs.', 'TPS', 'TPSs', 'TPSs;', 'TPSs.', 'monoTPS', 'monoTPSs', 'sesquiTPSs', 'monoTPSs,', 'sesquiTPS', 'sesquiTPSs', 'sesquiTPSs'",
167,PMC6981390,"Trichome', 'Terpenoids', 'Humulus lupulus', 'Rna Sequencing', 'Prenylflavonoids', 'Bitter Acids', 'Lupulin Glands'",,
168,PMC5404360,"Salvia miltiorrhiza', 'Sesquiterpenes', 'Natural products', 'Terpene Synthases', '(-)-5-Epieremophilene'","TPSs,', 'SmSTPS1,', 'SmSTPS2,', 'SmSTPS3', 'SmSTPS1,', 'SmSTPS2,', 'SmSTPS3', 'TPS-a', 'TPS-h,', 'TPS-a', 'SmSTPS1,', 'SmSTPS2,', 'SmSTPS3', 'TPSs', 'SmSTPS1,', 'SmSTPS2', 'SmSTPS3', 'SmSTPS1,', 'SmSTPS2', 'SmSTPS3', 'SmSTPS1', 'SmSTPS2', 'TPSs.', 'SmSTPS1', 'pEAQ-SmSTPS1,', 'SmSTPS1', 'SmSTPS1,', 'SmSTPS2,', 'SmSTPS3', 'SmSTPS1', 'SmSTPS2', 'SmSTPS3', 'STPS', 'SmSTPS1,', 'SmSTPS2,', 'SmSTPS3', 'SmSTPS1', 'SmSTPS2', 'SmSTPS3'",
169,PMC2890015,NaN,"TPS.', '(TPS)', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS'",TPS.'
170,PMC3834075,NaN,"TPS', '(TPSs),', 'TPSs', 'TPS-a,', 'TPS', 'TPSs'",
171,PMC8346489,,,
172,PMC5095140,"Drought tolerance', 'Mrna Degradation', 'Hsf', 'Rna Seq', 'Wax Synthase', 'Wrky57', 'Banana Transcriptome', 'Osmo-protectants'","TPS8,', 'TPS9', 'TPS9', 'TPS6', 'TPS8', 'TPS5', 'TPS5', 'TPS6'",
173,PMC6041491,NaN,,
