,result ,yake_keywords,entities,TPS_match,Camellia_match,terms
299,"A heat map was used to visualize the identified DEMs, showing that tea green leafhopper feeding apparently increased the production of metabolites in the phenylpropanoid and flavonoid pathways in tea leaves ( Figure 2). For example, major flavanols (EGCG, EGC, ECG, EC, EGCG3”Me, ECG3”Me, and epiafzelechin 3-gallate) showed a clear increase in the LD group. Similar pattern was observed in the accumulation of three proanthocyanidins (EGC-ECG dimer, EC-ECG dimer, and prodelphinidin A2 3′-gallate), one flavone (tricetin), one flavonol glycoside (kaempferol 3- O-glucosylrutinoside), and one hydrolysable tannin (methyl 6- O-galloyl- β-D-glucose). In addition to the variations in flavonoid compositions, four glycosidically bound volatiles including two linalool oxide primeveroside isomers, benzyl primeveroside, and linalool primeveroside were also induced by leaf herbivory. Conversely, leaf herbivory drastically lowered the production of glutathione to almost below the detection limit as well as leading to a 59% reduction in the total amino acid content. Specifically, the levels of predominant amino acids in tea leaves such as theanine, glutamate, aspartate, and serine all declined ( Figure 2;  Supplemental Table S3). Caffeine presented no dramatic increase in response to herbivore attack or mechanical damage ( Supplemental Table S3). For the MD group, except for five flavonoid compounds (camellianin B, isovitexin glucoside, carthamidin 6,7-diglucoside, kaempferol deoxyhexose-hexose-deoxyhexose, and naringenin diglucoside) that accumulated in the highest level, concentrations of other DEMs generally varied between CK and LD groups.","['heat map', 'green leafhopper', 'leafhopper feeding', 'feeding apparently', 'apparently increased', 'Supplemental Table', 'tea green', 'flavonoid pathways', 'tea leaves', 'identified DEMs']","[EGCG3”Me, ECG3”Me, LD, EGC-ECG, prodelphinidin A2 3′-gallate, glutamate, CK, LD]",[],[],NaN
300,"Most plant defense responses against insect herbivores are activated by signal transduction pathways mediated by JA and SA ( War et al., 2012). ABA is also an important modulator of the plant immune signaling network ( Pieterse et al., 2012). We next investigated the effects of tea green leafhopper attack on the variations of JA, SA, and ABA in tea plants by UPLC-QqQ MS. The most affected phytohormone by leaf herbivory was SA, whose level was prominently elevated in LD samples compared to those in MD and CK ( Figure 3A). The JA level in LD exhibited an increasing trend compared with controls, albeit not statistically significant ( Figure 3B). ABA levels stayed relatively stable among different treatment groups ( Figure 3C).","['defense responses', 'insect herbivores', 'signal transduction', 'transduction pathways', 'pathways mediated', 'Figure', 'War', 'plant defense', 'ABA', 'Pieterse']","[JA, SA (, ABA, JA, SA, ABA, UPLC-QqQ, CK, LD, ABA]",[],[],NaN
301,"To further elucidate the defensive mechanisms of tea plants against tea green leafhopper infestation at the molecular level, we conducted comparative transcriptomics analyses on the aforementioned samples to assess the global response of tea plants induced by this insect. Overall, ~480 million paired-end reads were obtained by Illumina sequencing, with an average of 53.3 million reads per library. All sequenced libraries contained >90% of bases with a quality score >30. Approximately 89.33% of the reads were mapped against the  C. sinensis cv. “Suchazao” genome, with on average 83.96% of uniquely mapped reads ( Supplemental Table S4).","['tea plants', 'tea green', 'plants induced', 'molecular level', 'defensive mechanisms', 'green leafhopper', 'leafhopper infestation', 'conducted comparative', 'comparative transcriptomics', 'transcriptomics analyses']",[],[],[],NaN
302,"PCA analysis using normalized gene count data showed that the LD group clustered separately from MD and CK groups while the latter two groups were not well separated, with the first principal component and the second principal component explaining 46% and 19% of the total variance, respectively ( Figure 4A). This result was in accord with PCA analysis using metabolite data, revealing drastic reprogramming of gene expression induced by leaf herbivory. A comparison of DEGs ( p < 0.05 and |log 2 (fold change)| > 0.5) among different groups, as illustrated in the Venn diagram, reflected both common and specific changes in gene expression triggered by different stresses ( Figure 4B). In comparison to the undamaged control, 2,876 (1,826 up-regulated and 1,050 down-regulated) and 588 (384 up-regulated and 204 down-regulated) genes were found to be differentially expressed in LD and MD groups. Compared with the MD group, the LD group contained 2,019 DEGs, of which 1,395 were up-regulated and 624 were down-regulated. Among three pairwise comparisons, only 86 genes were commonly regulated, whereas 45.5% (1,309/2,876) and 26.0% (153/588) of DEGs were exclusively modulated by herbivore attack and mechanical damage, respectively. Overall, it suggested that tea green leafhopper feeding not only induced more intense changes in transcript levels than the mechanical damage, but also led to more up-regulated rather than down-regulated genes. Thirteen DEGs involved in the biosynthesis of flavonoids, theanine, terpenes, JA, and wax were selected for qRT-PCR. It was shown that the expression patterns of all tested genes were consistent with those obtained by RNA-Seq, indicating that the RNA-Seq results were reliable ( Supplemental Figure S3 in  Data Sheet 1).","['principal component', 'PCA analysis', 'component explaining', 'total variance', 'clustered separately', 'count data', 'data showed', 'Figure', 'PCA', 'principal']","[LD, CK, |log 2, change)|, Venn, LD, LD, JA]",[],[],NaN
303,"To classify putative functions of DEGs, KEGG, and GO enrichment analyses were performed to explore overrepresented pathways and biological functions in tea leaves affected by wounding and insect feeding. When comparing MD with CK, we identified the most enriched pathways as “flavonoid biosynthesis”, “phenylpropanoid biosynthesis”, “thiamine metabolism”, “nitrogen metabolism”, “amino sugar and nucleotide sugar metabolism”, and “pentose and glucuronate interconversions” ( Figure 4C). Differential GO analysis revealed that genes involved in carbon and nitrogen metabolism, transport of sulfur compounds and ions as well as response to oxidative stress were up-regulated whereas genes involved in cellular catabolic process were down-regulated ( Supplemental Tables S5 and  S6).","['insect feeding', 'putative functions', 'biological functions', 'classify putative', 'enrichment analyses', 'explore overrepresented', 'tea leaves', 'leaves affected', 'overrepresented pathways', 'nitrogen metabolism']","[CK, ”, ”, “thiamine, ”, “, ”, “amino, ”, “pentose, S5]",[],[],NaN
304,"In “LD vs CK” comparison, the overrepresented pathways associated with feeding-induced defense included “flavonoid biosynthesis”, “phenylalanine metabolism”, “phenylpropanoid biosynthesis”, “plant-pathogen interaction”, and “phenylalanine, tyrosine, tryptophan biosynthesis” ( Figure 4D). In addition, the mitogen-activated protein kinase (MAPK) signaling pathway was fairly active in insect-infested tea leaves. Pathways of “phenylalanine metabolism”, “phenylpropanoid biosynthesis”, “flavonoid biosynthesis”, and “phenylalanine, tyrosine and tryptophan biosynthesis” are closely related to the biosynthesis of catechins, proanthocyanidins, flavones, and flavonols. Therefore, the elevated production of flavonoid compounds upon insect attack was most likely the result of induced gene expression in these pathways. GO analysis showed that up-regulated DEGs were mainly linked to carbon and nitrogen metabolism, biosynthesis of aromatic amino acids, lipids, steroids and sulfur compounds, protein modifications and transport of amino acids, organic acids, and anions ( Supplemental Table S7). On the other hand, the enriched down-represented GO categories contained genes mainly related to photosynthesis, cellular homeostasis, dicarboxylic acid metabolic process, RNA polyadenylation, amine biosynthetic process, and small molecule biosynthetic process ( Supplemental Table S8).","['plant-pathogen interaction', 'phenylalanine metabolism', 'defense included', 'Supplemental Table', 'feeding-induced defense', 'biosynthesis', 'phenylpropanoid biosynthesis', 'phenylalanine', 'tryptophan biosynthesis', 'Figure']","[“LD, CK”, ”, “phenylalanine, ”, ”, “, ”, “phenylalanine, ”, mitogen-activated protein kinase, MAPK, “phenylalanine, ”, ”, “flavonoid, ”, “phenylalanine, ”]",[],[],NaN
305,"A further comparison between LD and MD revealed that over-represented KEGG Orthology (KO) terms in LD were mainly related to plant-pathogen interaction, cutin, suberine, and wax biosynthesis, flavonoid biosynthesis, alkaloid biosynthesis, plant hormone signal transduction, MAPK signaling pathway and metabolism of amino acids, glycerolipids and glycerophospholipids ( Figure 4E). These pathways presumably play critical roles underlying resistance to tea green leafhopper infestation. By GO enrichment analysis, we identified 81 up-regulated and 17 down-regulated GO categories. More specifically, the up-regulated GO categories in LD mainly included genes involved in the biosynthesis of chitins, polysaccharides, lipids and fatty acids, protein modifications, and transport of organic acids ( Supplemental Table S9). The down-regulated GO categories contained genes pertaining to amine metabolic process, tricarboxylic acid metabolic process and ion transport ( Supplemental Table S10).","['KEGG Orthology', 'MAPK signaling', 'over-represented KEGG', 'plant-pathogen interaction', 'plant hormone', 'signal transduction', 'Supplemental Table', 'hormone signal', 'signaling pathway', 'Figure']","[LD, LD, MAPK, LD, chitins]",[],[],NaN
306,"We then performed a detailed analysis of DEGs potentially important for defensive responses to leaf herbivory in tea plants ( Table 2). Plant hormone signaling network is usually activated after insect feeding, which in turn activate a cascade of downstream reactions. We found that genes involved in the biosynthesis and perception of plant hormones were notably affected by tea green leafhopper feeding. Auxin responsive GH3 gene family, auxin-responsive protein IAA, jasmonate ZIM domain-containing protein, cyclin D3, two-component response regulator ARR-A family, and DELLA protein were up-regulated in both “LD vs CK” and “LD vs MD” comparisons.","['detailed analysis', 'DEGs potentially', 'potentially important', 'leaf herbivory', 'Table', 'defensive responses', 'feeding', 'Plant', 'Plant hormone', 'tea plants']","[jasmonate ZIM, cyclin D3, DELLA, “LD, CK”, “LD]",[],[],NaN
307,"Among the up-regulated genes in LD, the most populated group was related to plant-pathogen interaction. Ca 2+ ion plays an important role in mediating the cellular responses to biotic or abiotic stimuli ( Ranty et al., 2016). As an integral component of stress signaling network, expression of genes encoding common calcium sensor proteins like calcium-binding protein, calcium-dependent protein kinase, and calmodulin showed significant induction in the current study, acting positively on herbivore resistance or defense against wounding ( Table 2). Other relevant proteins in this category included MAPK, disease resistance protein RPM1, RPM1-interacting protein 4, chitin elicitor receptor kinase 1, enhanced disease susceptibility 1 protein, respiratory bust oxidase, and serine/threonine-protein kinase PBS1.","['plant-pathogen interaction', 'populated group', 'up-regulated genes', 'protein', 'kinase', 'interaction', 'up-regulated', 'populated', 'group', 'related']","[LD, calcium-dependent protein kinase, calmodulin, MAPK, RPM1-interacting protein 4, chitin elicitor receptor kinase 1, oxidase, serine/threonine-protein kinase, PBS1]",[],[],NaN
308,"In addition, the LD group exhibited higher up-regulation of genes in cutin, suberine, and wax biosynthetic pathway such as aldehyde decarbonylase, fatty acid omega-hydroxylase and omega-hydroxypalmitate  O-feruloyl transferase ( Table 2). Of particular interest, we observed the most drastic change at more than 20 folds for transcript TEA008365 encoding aldehyde decarbonylase, a  CER1 homolog and the result was verified by qRT-PCR ( Supplemental Figure S3 in  Data Sheet 1). This enzyme catalyzes decarbonylation of fatty aldehydes to produce long-chain hydrocarbons contributing to the formation of the cuticular wax, an active component of plant adaptations to biotic and abiotic stresses. The chemical compositions of the wax were implicated to be associated with plant-insect and plant-pathogen interactions ( Bernard and Joubès, 2013). Hence, the substantial induction of this transcript after insect attack may suggest of its essential role in defense against herbivorous insects.","['O-feruloyl transferase', 'omega-hydroxypalmitate O-feruloyl', 'aldehyde decarbonylase', 'group exhibited', 'exhibited higher', 'higher up-regulation', 'biosynthetic pathway', 'acid omega-hydroxylase', 'Supplemental Figure', 'Data Sheet']","[LD, omega-hydroxypalmitate  O-feruloyl transferase ( Table 2, TEA008365, aldehyde decarbonylase, Joubès]",[],[],NaN
309,"Finally, in the catechin biosynthetic pathway, the expression of genes encoding key metabolic enzymes such as phenylalanine ammonia-lyase (PAL), 4-coumarate-CoA ligase (4CL), chalcone isomerase (CHI), flavonoid 3′-hydroxylase (F3′H), flavanone 3-hydroxylase (F3H), flavonol synthase (FLS), dihydroflavonol 4-reductase (DFR), and leucoanthocyanidin reductase (LAR) all dramatically increased in LD, in line with the KEGG enrichment analysis. Pearson correlation analysis revealed high correlation coefficients between the transcript levels of the above genes and the contents of major flavanols and several other flavonoid compounds ( Supplemental Table S11). For example, the expression pattern of  PAL (TEA014166) significantly ( p < 0.05) correlated with the contents of ECG, EC-ECG dimer, EGC-ECG dimer and kaempferol 3- O-glucosyl rutinoside. The expression pattern of  4CL (TEA034012) showed statistically significant ( p < 0.05) correlations with the contents of EGCG3“Me, ECG3”Me, EC, epiafzelechin 3-gallate and tricetin. Moreover, genes encoding cinnamyl alcohol dehydrogenase, peroxidase, shikimate  O-hydroxycinnamoyltransferase, and caffeoyl-CoA  O-methyltransferase in the phenylpropanoid pathway were also more induced in LD.","['KEGG enrichment', 'chalcone isomerase', 'flavonol synthase', 'phenylalanine ammonia-lyase', 'leucoanthocyanidin reductase', 'catechin biosynthetic', 'key metabolic', 'metabolic enzymes', 'dramatically increased', 'Supplemental Table']","[phenylalanine ammonia-lyase, 4-coumarate-CoA ligase, chalcone isomerase, flavonoid 3′-hydroxylase, flavanone 3-hydroxylase, dihydroflavonol 4-reductase, leucoanthocyanidin reductase, LAR, LD, EGC-ECG, TEA034012, EGCG3“Me, ECG3”Me, alcohol dehydrogenase, peroxidase, shikimate  O-hydroxycinnamoyltransferase, caffeoyl-CoA  O-methyltransferase]",[],[],NaN
310,"To further assess the effect of  CER1 induction on wax biosynthesis, cuticular wax compositions of leafhopper-damaged leaves (LD), and undamaged controls (CK) were analyzed  via GC-MS and GC-FID. Representative chromatograms of tea samples and C 10-C 40 alkane standard mixtures were shown in  Supplemental Figure S4 in  Data Sheet 1. In total, 354–393 compounds were detected from the wax mixtures of CK samples (n = 3) and 397–414 compounds were detected from those of LD samples (n = 3) ( Supplemental Table S12). The wax mixtures on sampled tea leaves from both groups consisted mainly of fatty acids, alkanes, alkenes, aldehydes, and primary alcohols, similar to a recent report on the predominant wax constituents of tender tea leaves ( Zhu et al., 2018) ( Table 3). The wax load per unit of leaf area of LD leaves presented no drastic change compared to CK. Since  CER1 is mainly involved in very-long-chain (VLC) alkane biosynthesis, we specifically focused on the differences in VLC alkane levels between LD and CK leaf waxes. A further analysis of the chain length distribution within the alkane fractions indicated that they were characterized by odd-numbered homologs ranging from C25 to C37. C29 alkanes increased significantly ( p < 0.05) in LD, showing a 43.6% increase compared to CK. Interestingly, there was also a large increase of primary alcohols (C28, C30, and C32) and a decrease in C28 aldehydes. Other alkanes and wax components were only weakly affected ( Figure 5).","['undamaged controls', 'Data Sheet', 'Supplemental Table', 'wax', 'Supplemental Figure', 'cuticular wax', 'wax compositions', 'wax mixtures', 'leafhopper-damaged leaves', 'tea leaves']","[CK, C 10-C 40, CK, S12, CK, LD, CK leaf waxes, CK]",[],[],NaN
311,"Transcription factors (TFs) are master regulators that orchestrate the regulation of many different aspects of plant development and responses. Since transcriptional reprogramming is governed mostly by TFs, we therefore sought to identify differentially expressed TFs among different treatment groups. As illustrated in  Table 4, comparisons of LD with CK identified 228 differentially expressed TFs, in which 153 were up-regulated and 75 were down-regulated. Comparisons of LD with MD identified 213 differentially expressed TFs, in which 138 were up-regulated and 75 were down-regulated. In contrary, only 31 TFs showed differential abundance with respect to mechanical damage. Major TF families such as AP2/ERF, bHLH, MYB, NAC, WRKY, and bZIP were documented to be closely related to defense signaling ( Ng et al., 2018). In agreement with previous findings, we found that TF families with the most members overrepresented in LD were WRKY (24), AR2/ERF (24), bHLH (18), NAC (10) as well as GRAS (10). Potentially acting as a regulator of SA pathway, WRKY was the largest and the most significantly over-represented TF group, with all identified DEGs in this group being exclusively up-regulated ( Table 4). Equally overrepresented was the AP2/ERF family, a regulator for the ERF-branch of the JA pathway. There were 24 up-regulated and 10 down-regulated genes in this family. Belonging to the bHLH family, MYC2 TF acts a master regulator of JA signaling pathway. Four MYC2-encoding transcripts, namely TEA009193, TEA012449, TEA016380, and TEA019380, were found to respond more strongly to the insect feeding than to the mechanical damage. Similarly,  NAC90,  NAC2,  SCL21, and  SCL33, members of NAC and GRAS TF families, were substantially up-regulated to a higher level in LD. These TFs could serve as candidates to potentially enhance resistance to tea green leafhoppers.","['Transcription factors', 'differentially expressed', 'expressed TFs', 'plant development', 'TFs', 'up-regulated', 'ERF', 'expressed', 'NAC', 'WRKY']","[LD, CK, LD, AP2/ERF, MYB, WRKY, bZIP, Ng, LD, WRKY (24), AR2/ERF (24), bHLH (18), SA, WRKY, AP2/ERF, MYC2 TF, JA, MYC2-encoding, TEA009193, TEA012449, TEA019380, GRAS TF, LD]",[],[],NaN
312,"The total RNA of five major sample types, including roots (Ro), stems (St), leaf buds (LB), mature leaves (ML) and fruits (Fr), was isolated to construct the comprehensive transcriptome of  Z. armatum. The quality of the RNA was determined using the OD260/OD280 ratio (1.88–2.21) and RIN (7.60–10.00) (Additional file  1: Table S1). A total of 126.89 G of paired-end raw reads were produced by transcriptome sequencing. After trimming adapters and low-quality bases, 7.92–9.91 G of clean bases were produced from 15 cDNA libraries in this study (Additional file  2: Table S2). The error rate of RNA-seq was only approximately 0.02%, all of the Q30 values were greater than 93.90%, and the GC content was above 43% in each sample. In addition, an assembly of 350,625 transcripts was achieved, with a mean length of 1219 bp for the  Z. armatum transcriptome (Additional file  3: Figure S1a). The longest transcript of each gene was chosen from the assembly results as the candidate unigene. Finally, a set of 111,318 unigenes was obtained in the present study (Additional file  3: Figure S1b). The length of the unigenes ranged from 301 to 17,299 bp, with an average of 1014 bp, and the lengths of more than half of the unigenes in the total assembly were greater than 1454 bp ( N50 = 1454).","['Additional file', 'including roots', 'leaf buds', 'mature leaves', 'total RNA', 'Additional', 'comprehensive transcriptome', 'RNA', 'sample types', 'file']","[LB, 7.92–9.91 G, RNA-seq, 350,625, 111,318, S1b]",[],[],NaN
313,"In recent years, various molecular markers have been widely developed in different plants to construct plant genetic maps, perform gene localization, determine hybrid purity, and examine other aspects. To obtain abundant molecular markers for the genetic analysis and marker-assisted selection breeding of  Z. armatum, simple sequence repeats (SSRs) were identified in our transcriptome (Fig.  1). Mono- to hexanucleotide SSRs were identified using MISA software (Fig.  1, Additional file  4: Table S3). A total of 46,098 SSR loci were characterized, among which mononucleotide repeats were the most abundant (30,266, 65.66%), followed by dinucleotides (8528, 18.50%). Moreover, at least 9–12 repeats were detected among the monomer nucleotide SSRs. However, di- to hexanucleotide SSRs were explored mostly in the context of 5 to 8 repeats. These results indicated that high variation might exist in  Z. armatum.","['recent years', 'perform gene', 'gene localization', 'determine hybrid', 'hybrid purity', 'construct plant', 'molecular markers', 'widely developed', 'genetic maps', 'plant genetic']","[SSRs, SSRs, 30,266, 9–12, SSRs, SSRs]",[],[],NaN
314,"After assembly, all the unigenes were subjected to BLASTx analysis against five public databases, including NR, NT, KO, Pfam, and KOG, to characterize their gene functions (Additional file  5: Figure S2, Table  1). A total of 73,426 (65.96%) unigenes were annotated in at least one database. The highest annotation rate was obtained in the NR database, which assigned 61,598 (55.34%) unigenes. A total of 34,930 (31.38%) and 16,316 (14.66%) unigenes were annotated with the Pfam and KOG databases, respectively. The top-scoring BLASTx hits against the NR protein database showed that the E-value distribution presented a comparable pattern with 50.70% of the mapped sequences with high homologies (< 1e-45), whereas the E-values for 49.30% of the homologous sequences ranged between 1e-5 and 1e-45 (Additional file  5: Figure S2a). The distribution of sequence similarity showed that 53.90% of the mapped sequences presented similarities higher than 80%, while 10.50% of the hits exhibited similarities lower than 60% (Additional file  5: Figure S2b). Additionally, the species distribution of the NR BLASTx matches showed that the top three species were  Citrus clementina (21.80%),  Citrus unshiu (19.00%) and  Citrus sinensis (16.10%), and all of these species and  Z. armatum belonged to Rutaceae (Additional file  5: Figure S2d). All the above results indicated that a high-quality annotation was obtained in the present study. ","['Additional file', 'gene functions', 'Figure', 'Additional', 'public databases', 'Table', 'KOG databases', 'unigenes', 'file', 'BLASTx analysis']","[KOG, 73,426, 61,598, 34,930 (, KOG]",[],[],NaN
315,"Moreover, 34,930 (31.37%) unigenes were annotated with 55 Gene Ontology (GO) terms, including 26 terms related to biological processes, 19 terms related to cellular components, and 10 terms associated with molecular functions (Additional file  6: Figure S3). Under the biological process, cellular component and molecular function categories, the predominant groups were assigned to the cellular process (GO: 0009987) and metabolic process (GO: 0008152); cell (GO: 0005623) and cell part (GO: 0044464); and binding (GO: 0005488) and catalytic activity (GO: 0003824) terms, respectively. To further understand the biological functions and interactions of the unigenes, they were also classified into metabolic pathways using the Kyoto Encyclopedia of Genes and Genomes (KEGG). A total of 24,137 unigenes (21.68%) were assigned to 19 categories divided into five clusters, including cellular processes, environmental information processing, genetic information processing, metabolism and organismal systems (Additional file  7: Figure S4). Among the KEGG pathways (Additional file  8: Table S4), the top five categories were translation (2916 unigenes), carbohydrate metabolism (2226 unigenes), overview (1771 unigenes), folding and degradation (1659 unigenes), and amino acid metabolism (1394 unigenes). All of these results showed that the investigated samples were characterized by active cell development and differentiation. Four hundred and twenty two unigenes were annotated with metabolism of terpenoids and polyketides, and 376 of which were related to monoterpenoid, diterpenoid, sesquiterpenoid and triterpenoid, limonene and pinene, carotenoid, and terpenoid backbone biosynthesis pathways. Additionally, 314 unigenes were involved in fatty acid biosynthesis and metabolism. These unigenes were the main substances associated with fatty acid and aromatic compound accumulation. It is worth noting that all of these putative genes were differentially expressed among the five different samples in this study (Additional file  9: Figure S5, Additional file  10: Figure S6), and more unigenes were up-regulation in the fruit samples. This suggested that some organ-specific unigenes might be existed in various tissues, and the fruit could be the mainly organs to accumulate the numbing-taste related compounds.","['Additional file', 'Gene Ontology', 'unigenes', 'terms', 'Additional', 'terms related', 'Figure', 'file', 'Ontology', 'cellular']","[34,930 (, S5, numbing-taste]",[],[],NaN
316,"The Pearson correlation analysis revealed that all three independent biological replicates of each sample presented good reproducibility in the present study, and the stem samples showed the highest correlation coefficient among all of the investigated organs (Additional file  11: Figure S7). To further analyse the characteristics of the genes related to the different organs, the organ-specific unigenes of the five major samples were screened on the basis of a  p value < 0.05 and |log2(fold change)| >5. The expression values (FPKM) for each comparison were for one organ and the sum of other organs. The investigation of the organ-specific unigenes expressed in each organ showed that 4970, 90, 2314, 1955, and 650 unigenes were specifically found in the roots, stems, leaf buds, mature leaves, and fruits, respectively (Additional file  12: Figure S8a-e). The root samples (Ro) expressed the most unigenes (49.80%), including 2653 upregulated and 2317 downregulated genes (Additional file  12: Figure S8f). The stems and fruits expressed the fewest unigenes (0.90 and 6.51%, respectively). To evaluate the functional properties of these organ-specific unigenes, KEGG enrichment was performed, and the significant pathways of each organ are listed in (Additional file  13: Table S5). Seventeen KEGG pathways were significantly enriched in root samples, including flavonoid biosynthesis, phenylpropanoid biosynthesis, terpenoid biosynthesis, alkaloid biosynthesis, and zeatin biosynthesis, which indicated that the most active biological synthesis was occurring in the roots of  Z. armatum. Only two significant KEGG pathways (five unigenes) were observed in the stem samples. Additionally, 14 and 16 KEGG pathways were distinctively obtained in the LB and ML samples, respectively. In both cases, the greatest enrichment was observed for phenyl propanoid biosynthesis, glycerolipid metabolism, galactose metabolism, pentose and glucuronate interconversions, glycosphingolipid biosynthesis, and glycolysis and gluconeogenesis pathways, which supply the necessary substances for the growth and development of these tissues. However, unigenes involved in plant hormone signal transduction, flavonoid and terpenoid biosynthesis and metabolism were detected at significant levels in ML samples, which might contribute to the numbing taste and peppery flavour of the leaves of  Z. armatum. Additionally, 18 significant KEGG pathways were identified in the Fr samples, most of which were enriched in terpenoid, alkaloid and flavonoid biosynthesis. These unigenes might be the main source of the special numbing taste of the fruits of  Z. armatum.","['Pearson correlation', 'Additional file', 'KEGG pathways', 'correlation analysis', 'highest correlation', 'correlation coefficient', 'unigenes', 'Additional', 'samples', 'KEGG']","[|log2(fold change)|, S5]",[],[],NaN
317,"The analysis of differentially expressed genes (DEGs) was carried out in the five major organs of  Z. armatum. To comprehensively reveal the key genes associated with the special numbing taste in the fruits of  Z. armatum, genes with a  p value < 0.05 and a |log2(fold change)| >1 identified by EdgeR were regarded as DEGs in the comparisons of fruit samples and other organs (Fr vs. Ro, Fr vs. St, Fr vs. LB, and Fr vs. ML). As a result, a total of 3091 DEGs were co-detected in all four comparisons (Fig.  2a), 1625 of which were co-screened and found to be upregulated in all four comparisons (Fig.  2b), whereas 251 of which were co-identified and found to be downregulated in all four comparisons (Fig.  2c). The KEGG enrichment analysis showed that the downregulated DEGs were mainly related to plant hormone signal transduction and amino and sugar metabolism pathways (Additional file  14: Table S6). However, most of the upregulated DEGs were significantly enriched in terpenoid, alkaloid, flavonoid and fatty acid biosynthesis and metabolism (Fig.  2d, Additional file  14: Table S6). Thus, the following analysis was mainly focused on the upregulated unigenes to explore the genetic information associated with the special numbing taste in  Z. armatum. ","['differentially expressed', 'Fig.', 'expressed genes', 'major organs', 'Additional file', 'DEGs', 'armatum', 'comparisons', 'genes', 'special numbing']","[Fr, Fr, St, Fr, LB, Fr vs. ML]",[],[],NaN
318,"In total, 53 DEGs were identified as candidate unigenes for 12 enzymes involved in terpenoid biosynthesis, and their expression values in the five major organs and TAIR10 annotations are shown in (Additional file  15: Table S7) and  (Additional file  16: Table S8). These enzymes constituted two independent subpathways upstream of the terpenoid biosynthesis pathway (Fig.  3a), both of which utilize glycolysis to obtain the initial substrate for producing dimethylallyl diphosphate (dimethylallyl- PP). Then, dimethylallyl- PP is used to generate monoterpenoids, diterpenoids, triterpenoids, and other terpenoid compounds [ 14], which are the main aromatic substances involved in the special numbing taste in the fruits of  Z. armatum [ 10]. In the present study, the results showed that almost all genes involved in terpenoid backbone biosynthesis were differentially expressed genes and detected at significant levels in the fruit samples (Fig.  3a). ","['Additional file', 'Table', 'Additional', 'candidate unigenes', 'major organs', 'terpenoid biosynthesis', 'file', 'terpenoid', 'Fig.', 'enzymes involved']",[TAIR10],[],[],NaN
319,"To further characterize the functional properties of these DEGs, some of the DEGs were selected to perform qRT-PCR detection during fruit development and maturation. A total of eight fruit samples were collected to investigate these genes (Additional file  17: Figure S10): in Fr1, 5 days after fertilization, the fruit was green-yellowish with a smooth surface; in Fr2, 15 days after fertilization, the fruit was oval with some slightly concave and transparent speckling on the surface; in Fr3, 28 days after fertilization, the fruit was green and grew rapidly; in Fr4, 40 days after fertilization, the fruit was further expanded with obvious speckles; in Fr5, 50 days after fertilization, the fruit gradually stopped expanding, and inclusions began to accumulate within the speckles; in Fr6, 62 days after fertilization, the fruit was dark green, and significant speckles accumulated additional inclusions; in Fr7, 75 days after fertilization, the fruit gradually matured and exhibited many inclusions within speckles; and in Fr8, 85 days after fertilization, the fruit was completely mature, and the special numbing taste was fully developed.","['fruit', 'days', 'fertilization', 'fruit development', 'functional properties', 'perform qRT-PCR', 'qRT-PCR detection', 'fruit gradually', 'fruit samples', 'DEGs']","[Fr3, Fr4, Fr7, Fr8]",[],[],NaN
