,metadata_json,PMCIDS,ethic,abstract,keywords,yake_keywords,"['number:', 'no.', 'number']_match",terms
54,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8433239\eupmc_result.json,PMC8433239,Ethical approval This type of study does not require any ethical approval at our institution.," Introduction and importance Thyroid hemiagenesis (TH) is a rare congenital anomaly where one lobe fails to develop, especially more frequently occurs on the left lobe. The exact mechanisms for thyroid morphogenesis remain unclear. In this paper, we report a rare case of right lobe TH associated with Hurthle cell carcinoma. Case presentation A 59 years old woman was admitted with a neck lump increasing in size in the last 20 years. There were no symptoms of hyperthyroidism and hypothyroidism. There was a palpable, painless 5 cm mass in the middle of the neck. Initial thyroid ultrasonography (USG) revealed an enlarged left lobe, with hypoechoic lesion with cystic component and calcification (TIRADS 4). However, the right lobe was non-visualized. Fine needle aspiration biopsy result tendency was a malignancy. Hence, isthmolobectomy was conducted. Pathology result was Hurthle cell carcinoma. On the ninth month, USG revealed fibrotic tissue in the right thyroid bed and bilateral lymphadenopathy. Due to discrepancy, the patient was planned for a neck exploration surgery and a right lobe incision. Intraoperatively, the right thyroid was absent. Intraoperative USG also confirmed no right thyroid lobe. Discussion Thyroid hemiagenesis can be visualized by using USG due to its practicality and cost effectiveness reasons. Follow up evaluations consisted of systematic monitoring of thyroid morphology and hormonal functions should follow the diagnosis of TH. Neck exploration surgery might need to be performed to clarify any discrepancy and confirm the diagnosis. Conclusion TH can be recognized through supporting examination; however, discrepancy may occur.","['Hurthle Cell Carcinoma', 'Thyroid Hemiagenesis', 'Neck Exploration Surgery']","['Ethical approval', 'Ethical', 'approval', 'institution', 'type', 'study', 'require']",[],NaN
55,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8434140\eupmc_result.json,PMC8434140,,"Four-wave-mixing microscopy is widely researched in both biology and medicine. In this paper, we present a simplified near-degenerate four-wave-mixing microscopy (SNDFWM). An ultra-steep long-pass filter is utilized to produce an ultra-steep edge on the spectrum of a femtosecond pulse, and a super-sensitive four-wave-mixing (FWM) signal can be generated via an ultra-steep short-pass filter. Compared with the current state-of-the-art FWM microscopy, this SNDFWM microscopy has the advantages of simpler experimental apparatus, lower cost, and easier operation. We demonstrate that this SNDFWM microscopy has high sensitivity and high spatial resolution in both nanowires and biological tissues. We also show that the SNDFWM microscopy can achieve an ultra-sensitive detection based on the electron-resonance effect. This method might find an important application in tracking of nano drugs in vivo.","['Microscopy', 'Four-wave-mixing', 'Near-degenerate']",[],[],NaN
56,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8435711\eupmc_result.json,PMC8435711,Ethics Statement The studies involving human participants were reviewed and approved by the Institution Review Board of Health Insurance Review and Assessment Service. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,"Regenerative medicine (RM) has considerable potential to address the needs of aging-related and uncurable diseases. However, its incorporation into reimbursement of health insurance benefits poses many challenges, including uncertain evidence and insufficient investment. This paper examines the wide gap between manufacturers, regulatory bodies, and health technology bodies regarding reimbursements for RMs focused cell therapy products. In this mixed-methods study, we first analyzed the sales of RMs approved in South Korea. In addition to exploring beliefs related to the market value of RMs, in-depth interviews were conducted with 24 experts (17 from bio-industries, two from the regulatory body, three from a health technology assessment (HTA) body, and two from the Pharmaceutical Benefit Coverage Assessment Committee [PBCAC]). Lastly, we surveyed PBCAC members about the market value of RMs. In total, 15 of the 20 developed cell therapy products are on the market in South Korea, and amounted to 0.24% of total pharmaceutical expenditures in 2018. We identified a wide gap between stakeholders and regulators regarding the market value and pricing of RMs. The interviewees from the pharmaceutical manufacturer association raised the issue of rising manufacturing costs and proposed a specific pricing policy for RMs. To bridge the gap between approval and reimbursement, stakeholders demand an alternative framework of value-based pricing. Conditional health insurance reimbursement may be an alternative to the traditional process in order to generate evidence of the effects of RMs using ""risk-based"" or ""outcome-based"" approaches.","['Pricing', 'Reimbursement', 'Regenerative Medicine', 'Marketing Authorization', 'Conditional Coverage']","['Assessment Service', 'Health Insurance', 'Institution Review', 'Review Board', 'Insurance Review', 'Ethics Statement', 'studies involving', 'involving human', 'human participants', 'Review']",[],NaN
57,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8437692\eupmc_result.json,PMC8437692,Ethical approval Ethical approval not required.,"In Argentina, the second wave of COVID-19, which started in May, clearly differentiates us from the rest of the Latin American countries, whose current growth may be the announcement of the expected autumn-winter expansion. There is a lot of uncertainty about how the pandemic will evolve, which contrasts with the expectations that had been generated in society after the end of the confinement, both of the control of the health system and access to effective vaccines. Thus, a group of surgeons in training raised a series of concerns concerning the critical situation that we are facing.","['Coronavirus', 'South America', 'Resident Education', 'Crisis', 'Resident Safety']","['Ethical approval', 'approval Ethical', 'Ethical', 'approval', 'required']",[],NaN
58,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8440236\eupmc_result.json,PMC8440236,Ethical approval Ethical approval was not required for this study as no patients are involved.," Objective  The aim of this paper is to analyze whether health variables such as the total number of physicians, available beds, and public spending on health care influence the number of deaths. The influence of other variables such as the Human Development Index and public health measures is also analyzed.  Study design  Statistical study. Evaluation of variables associated with COVID-19 mortality in the EU.  Methods  A multiple regression analysis is performed for the countries of the European Union.  Results  Health expenditure, public health measures and the number of physicians influence the total number of deaths. The more physicians, the lower the number of deaths. However, the number of beds or the Human Development Index are not determinants of the number of deaths.  Conclusions  A greater number of medical professionals will improve health care and reduce the number of deaths.","['Physicians', 'Health Expenditure', 'Public Health Measures', 'Number Of Beds', 'Covid-19']","['Ethical approval', 'approval Ethical', 'Ethical', 'approval', 'involved', 'required', 'study', 'patients']",[],NaN
59,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8442262\eupmc_result.json,PMC8442262,"Ethics approval and consent to participate Ethics approval has been approved by the Research Ethics Board of Health (REBH), Ministry of Health, Royal Government of Bhutan vide approval number  Ref. No. REBH/Approval/2019/067. An informed consent has been obtained from the individual participants for the use of photographic materials while the use of data and consent to participate had been obtained from the legal guardian (Principal of the school). All methods were carried out in accordance with relevant guidelines and regulations as enshrined in Helsinki Declarations 1964."," Background Nutritional deficiencies are common worldwide and is most notable in low and middle income countries. In the early weeks of September 2018, oral sores mostly affecting the tongue were reported in three central schools under Tsirang district, Bhutan. A total of 204 students were affected in the three central schools. All the affected students have been assessed on the outbreak and nutritional survey was conducted in the three schools. Methods A total of 204 students who complained of different oral lesions in the affected three schools were screened by the dental surgeon for clinical assessment and administered questionnaire for nutritional assessment by the nutritionist. Twenty-one students randomly selected were sent for blood tests for micronutrient assays and complete blood count. 41 students were tested for Exfoliative cell cytology to test for fungal elements. The collected data was double entered and validated using Epi-Data version 3.1 and analysed using Stata 15 IC. The characteristics of the participants are presented as frequencies, percentages, mean and standard deviation (SD). Results Almost all the affected students in all the three schools had complaints of Burning Sensation (n = 158) followed by Pain (n = 153), Impaired Taste Sensation (n = 100) and Intolerance to Spicy Food (n = 95). Nutritional assessment analysis suggested schools not meeting the Recommended Dietary Allowance (RDA) for all components of Vitamin B complexes and Iron. Conclusion Clinical assessments and nutritional survey analysis found inadequate vitamin rich dietary intakes among all the three schools. Implementation of a strict school feeding program with a balanced diet has been suggested accordingly.","['outbreak', 'Bhutan', 'Glossitis', 'Nutritional Deficiency', 'Oral Sores']","['Royal Government', 'Research Ethics', 'Ethics Board', 'Ethics approval', 'number Ref', 'Bhutan vide', 'Health', 'Ethics', 'participate Ethics', 'vide approval']",[''],NaN
60,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8442279\eupmc_result.json,PMC8442279,," Background New drugs including cancer drugs and orphan drugs are becoming increasingly more expensive. Risk sharing arrangements (RSAs) could manage the risk based on both financial impact and the health outcome of new drugs if reimbursed. To improve patients' access to new drugs under uncertainties, many developed countries have adopted RSAs. In this study, we aimed to understand the effects of RSAs in South Korea on patients' access. Methods We reviewed current status of RSA drugs in South Korea. The number of appraisals and time gap between market approval and reimbursement per RSA drug were considered to quantify improvement of patients' access as they showed how rapidly decisions on reimbursement of RSA drugs were derived. Then, we applied a comparative analysis to determine whether the RSA drugs in South Korea were reimbursed in the UK, Italy, and Australia. Most data for this study were obtained from websites of the governmental department/agencies responsible for appraisal of drug reimbursement in each country. And literatures related to RSAs were investigated as well. Results The eligibility for Korean RSAs had two key components - drugs for cancer and rare diseases and not having other alternative treatments. As of the first half of 2019, there were 39 RSA drugs reimbursed in South Korea, the majority of which were financial-based schemes. Refund and expenditure cap were the representative types (89.7%). After introduction of RSAs, the time gap and number of appraisals were decreased. Based on the indications of RSA drugs, the level of drug coverage in South Korea was found lower than Italy, similar to the UK, and higher than Australia. Conclusions RSAs in South Korea significantly enhanced patients' access to new drugs and led to the alleviation of patients' out-of-pocket expenses. The drug coverage of South Korea had a level comparable to that of other countries. This study provides implications for countries that have a dual mission of containing pharmaceutical expenditure and improving access to new drugs.","['Economic evaluation', 'South Korea', 'Cost-effectiveness', 'Drug Reimbursement', 'Access To New Drugs', 'Risk Sharing Arrangement']",[],[],NaN
61,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8444246\eupmc_result.json,PMC8444246,"Ethics statements Patient consent for publication Not required. Ethics approval All participants were thoroughly explained about the study process during the index hospitalization. Written informed consent was obtained from each participant. The study protocol was approved by the Institutional Review Board of all participating facilities, namely Kansai Rosai Hospital Institutional Review Board (approval ID: 16co10g); Kawachi General Hospital Ethics Committee (approval ID was not available, but approved on 26 April 2016); Osaka Rosai Hospital Ethics Committee(approval ID: 28-5); Higashiosaka City Medical Center Institutional Review Board (approval ID: 02-0313); Osaka Prefectural Hospital Organization Osaka General Medical Center Institutional Review Board(approval ID: 28-2002); Hyogo Prefectural Nishinomiya Hospital Ethics Committee (approval ID: H28-3); Ikeda Municipal Hospital Ethics Committee (approval ID: 3280) and Kawanishi City Hospital Institutional Review Board (approval ID: 28001); Rinku General Medical Center Ethics Committee (approval ID: 27-40); Saiseikai Senri Hospital Ethics Committee (approval ID: 280304); Yao Municipal Hospital Institutional Review Board (approval ID: H28-6); Kawasaki Hospital Ethics Committee (approval ID was not available, but approved on 12 May 2016); Minoh City Hospital Ethics Committee (approval ID was not available, but approved on 24 May 2016); National Hospital Organization Osaka National Hospital Second Institutional Review Board (approval ID: 16024); Kano General Hospital Ethics Committee (approval ID was not available, but approved on 9 June 2016); Toyonaka Municipal Hospital Ethics Committee (approval ID: 2 April 2016); Kinan Hospital Ethics Committee 121; Japan Community Health Care Organization Osaka Hospital Ethics Committee (approval ID: 2016-2); Kobe Ekisaikai Hospital Ethics Committee (approval ID: 2016-3); Sakurabashi Watanabe Hospital Ethics Committee (approval ID: 16-15); Sumitomo Hospital Research Ethics Committee (approval ID: 28-01); Suita Municipal Hospital Institutional Review Board (approval ID: 2017-8); Kinki Central Hospital Ethics Committee (approval ID: 288); Osaka Police Hospital Institutional Review Board (approval ID: 593); Japan Community Health Care Organization Hoshigaoka Medical Center Institutional Review Board (approval ID: 1618); National Hospital Organization Osaka Minami Medical Center Institutional Review Board (approval ID: 28-3); Japan Community Health Care Organization Osaka Minato Central Hospital Ethics Committee (approval ID was not available, but approved on 10 June 2016); Amagasaki Chuo Hospital Ethics Committee (approval ID was not available, but approved on 1 August 2017); Otemae Hospital Institutional Review Board (approval ID: 2017-020); Osaka University Hospital Clinical Research Review Committee (approval ID: 15471); Osaka International Cancer Institute Institutional Review Board (No. 20097). Ethics approval All participants were thoroughly explained about the study process during the index hospitalization. Written informed consent was obtained from each participant. The study protocol was approved by the Institutional Review Board of all participating facilities, namely Kansai Rosai Hospital Institutional Review Board (approval ID: 16co10g); Kawachi General Hospital Ethics Committee (approval ID was not available, but approved on 26 April 2016); Osaka Rosai Hospital Ethics Committee(approval ID: 28-5); Higashiosaka City Medical Center Institutional Review Board (approval ID: 02-0313); Osaka Prefectural Hospital Organization Osaka General Medical Center Institutional Review Board(approval ID: 28-2002); Hyogo Prefectural Nishinomiya Hospital Ethics Committee (approval ID: H28-3); Ikeda Municipal Hospital Ethics Committee (approval ID: 3280) and Kawanishi City Hospital Institutional Review Board (approval ID: 28001); Rinku General Medical Center Ethics Committee (approval ID: 27-40); Saiseikai Senri Hospital Ethics Committee (approval ID: 280304); Yao Municipal Hospital Institutional Review Board (approval ID: H28-6); Kawasaki Hospital Ethics Committee (approval ID was not available, but approved on 12 May 2016); Minoh City Hospital Ethics Committee (approval ID was not available, but approved on 24 May 2016); National Hospital Organization Osaka National Hospital Second Institutional Review Board (approval ID: 16024); Kano General Hospital Ethics Committee (approval ID was not available, but approved on 9 June 2016); Toyonaka Municipal Hospital Ethics Committee (approval ID: 2 April 2016); Kinan Hospital Ethics Committee 121; Japan Community Health Care Organization Osaka Hospital Ethics Committee (approval ID: 2016-2); Kobe Ekisaikai Hospital Ethics Committee (approval ID: 2016-3); Sakurabashi Watanabe Hospital Ethics Committee (approval ID: 16-15); Sumitomo Hospital Research Ethics Committee (approval ID: 28-01); Suita Municipal Hospital Institutional Review Board (approval ID: 2017-8); Kinki Central Hospital Ethics Committee (approval ID: 288); Osaka Police Hospital Institutional Review Board (approval ID: 593); Japan Community Health Care Organization Hoshigaoka Medical Center Institutional Review Board (approval ID: 1618); National Hospital Organization Osaka Minami Medical Center Institutional Review Board (approval ID: 28-3); Japan Community Health Care Organization Osaka Minato Central Hospital Ethics Committee (approval ID was not available, but approved on 10 June 2016); Amagasaki Chuo Hospital Ethics Committee (approval ID was not available, but approved on 1 August 2017); Otemae Hospital Institutional Review Board (approval ID: 2017-020); Osaka University Hospital Clinical Research Review Committee (approval ID: 15471); Osaka International Cancer Institute Institutional Review Board (No. 20097)."," Objective The semiquantitative urine dipstick test is a simple and convenient method that is available in the smallest community-based healthcare clinics. We sought to clarify the prognostic significance of dipstick proteinuria in patients with heart failure (HF) with preserved ejection fraction (HFpEF). Design A  P rospective m U lticente R  ob S ervational st U dy of pat I en T s with  H eart  F ailure with  p reserved  E jection  F raction (PURSUIT-HFpEF) registry. Participants and setting We assessed 851 discharged-alive patients in the PURSUIT-HFpEF registry who were initially hospitalised due to an acute decompensated HFpEF (EF≥50%) and elevated N-terminal-pro-brain natriuretic peptide (≥400 ng/L) at Osaka University Hospital and other 30 affiliated hospitals in the Kansai region of Japan. Patients received a urine dipstick test, and were divided into two groups according to the absence or presence of proteinuria. A trace or more of dipstick proteinuria was defined as the presence of proteinuria. Main outcome measures A composite of cardiac death or HF rehospitalisation. Results Median age was 83 years and 473 patients (55.6%) were female. Five hundred and two patients (59%) were proteinuria (-) and 349 patients (41%) were proteinuria (+). The composite endpoint and HF rehospitalisation occurred more often in proteinuria (+) individuals than proteinuria (-) individuals (log-rank p=0.006 and p=0.007, respectively); but cardiac death did not (log-rank p=0.139). Multivariable Cox regression analysis showed that the presence of proteinuria was associated with the composite endpoint (HR: 1.47, 95% CI 1.07 to 2.01, p=0.016), and HF rehospitalisation (HR: 1.48, 95% CI 1.07 to 2.05, p=0.020), but not with cardiac death (HR: 1.52, 95% CI 0.83 to 2.76, p=0.172). Conclusions Dipstick proteinuria may be a prognostic marker in patients with HFpEF. Evaluation of proteinuria by a urine dipstick test may be a simple but useful method for risk stratification in HFpEF. Umin-ctr id UMIN000021831.","['Heart Failure', 'Internal Medicine', 'Adult Cardiology']","['Ethics Committee', 'Hospital Ethics', 'Institutional Review', 'Review Board', 'Hospital Institutional', 'Hospital', 'Ethics', 'Municipal Hospital', 'Hospital Organization', 'Committee']",[],NaN
62,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8445851\eupmc_result.json,PMC8445851,,"Purpose To study the causes of visual impairment among Bahraini patients registered as visually disabled. Materials and methods A retrospective descriptive study of all patients referred to the Ministry of Social Development for visual disability from January 2014 to December 2019 was performed. Information recorded were age, gender, the cause of the visual impairment, and visual acuity in the better eye. If a patient had multiple ophthalmic diseases, the untreatable disease causing visual impairment was recorded. Patients were considered to have visual impairment according to World Health Organization criteria. Results A total of 484 Bahraini patients were included in the study. The mean age was 57.3 years of age ranging from 3 to 100 years; 63% of the total cases were males. The most common cause of visual impairment was diabetic retinopathy (DR) 201 (41.53%), followed by glaucoma 161 (33.26%). This is followed by hereditary and congenital disorders 34 (7.02%), glaucoma combined with DR 21 (4.34%), other retinal diseases 17 (3.51), retinitis pigmentosa 14 (2.89), optic atrophy 9 (1.86), corneal disorders 8 (1.65%), age-related macular degeneration 8 (1.65%), and others 11 (0.83%). Conclusion DR and glaucoma are the major causes of visual impairment among adults. Complications leading to visual impairment of both disorders are avoidable. Prevention measures to be taken control these diseases and prevent their morbidity. Congenital and hereditary disorders are the most common causes of visual impairment among children.","['Diabetes', 'Diabetic retinopathy', 'glaucoma', 'Macular degeneration', 'Hereditary', 'congenital', 'Blindness', 'Low Vision', 'Health Policy', 'Visual Disability']",[],[],NaN
63,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8448660\eupmc_result.json,PMC8448660,,"The COVID-19 lockdown had a series of intended and unintended consequences, including reduced infections and changes in activities and behaviours. Some of these changes may have been beneficial to perinatal outcomes; however, other factors such as reduced access to face-to-face healthcare may have contributed negatively to antenatal care. The aim of this audit was to evaluate neonatal admissions in the South-West of England during the COVID-19 pandemic in 2020 and the previous two years 2018-2019. Anonymised birth and neonatal admission rates from January to December 2020 was obtained and compared to data from 2018 to 2019. The results demonstrate a decreasing in neonatal unit admissions between 2018 and 2020, 9.48% of live births in 2018 (95% CI 9.17, 9.80) to 8.89% (95% CI 8.65, 9.13) in 2020 (p = 0.002).Conclusion: There were no significant differences across gestational groups. It is unclear without nationwide data whether our observed trends, decreased neonatal admissions over the past 3 years, are generalisable and related to the COVID-19 pandemic. Future research exploring the impact of lockdowns on behaviour change during pregnancy and support services is warranted to understand the implications of pandemics on pregnancy and preterm birth. What is Known: • The COVID-19 lockdown had a series of intended and unintended consequences; some of which may have been beneficial to perinatal outcomes. • Research suggests that preterm births have not significantly changed overall, but they have decreased in high-income countries. What is New: • In our audit, analysing retrospective data of regional birth and neonatal admission from the South-West of England, we observed a decrease in live birth rates between 2018 and 2020. • A reduction in neonatal unit admissions was observed from 2018 to 2020 with no significant differences across gestational groups. The reduction from 2019 to 2020 was smaller than that from 2018 to 2019 implying that the COVID-19 pandemic in 2020 was not necessarily implicated.","['Birth', 'Neonatology', 'Neonatal Intensive Care Units', 'Patient Admissions', 'Covid-19']",[],[],NaN
64,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8449472\eupmc_result.json,PMC8449472,"Ethical approval This study was approved by the Institutional Review Board of Kyungpook National University Chilgok Hospital, Daegu, Korea (approval number: 2020-04-029). As this was a retrospective study, the need for obtaining informed consent from patients was waived by the Institutional Review Board."," Background Toy slime is popular in Korea, and in parallel, pre-pubertal girls visit hospitals for early pubertal signs. Thus far, numerous studies have investigated the association of endocrine-disrupting chemicals (EDCs) with precocious puberty (PP). However, there is a lack of studies on the clinical manifestations and sex hormones. We aimed to investigate early pubertal development in Korean girls with or without a history of toy slime exposure and determine changes in bone age, Tanner stage, and sex hormones. Methods In this study, 140 girls underwent stimulation tests at Kyungpook National University Children's Hospital Endocrinology Department, during January 2018 and December 2020. Patients were divided into two groups for gonadotropin-releasing hormone (GnRH) stimulation test and frequency of exposure to toy slime (EDCs). GnRH stimulation test was conducted after an intravenous injection of 100 µg of luteinizing hormone-releasing hormone. Slime exposure was defined as Slime ≥ 3 times/week for ≥ 3 months. Results History of slime exposure was found in 14 of 58 and 65 of 82 patients in the central PP (CPP) and non-CPP groups, respectively. Slime-exposed patients had advanced bone age, although their Tanner stage was low. Patients with a history of toy slime exposure were 5.5 times more likely to be diagnosed with non-CPP than patients without slime exposure (p  Conclusions Exposure to toy slime in prepubertal girls may be associated with rapid clinical advancement of pubertal development and bone age, and the patients appear more likely to be diagnosed with non-CPP.","['Sex hormones', 'Precocious puberty', 'Endocrine Disruptors', 'Gnrha Treatment']","['Chilgok Hospital', 'Kyungpook National', 'National University', 'University Chilgok', 'Institutional Review', 'Review Board', 'Ethical approval', 'approval number', 'Daegu', 'Korea']",['2020-04-029).'],NaN
65,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8453477\eupmc_result.json,PMC8453477,,"I investigate the timing of the Stay-at-Home orders. I use daily Google search data to track early interest in the novel Coronavirus pandemic. I ask whether governors responded to heightened concern (i.e., following) or if their decisions are independent of citizen sentiment (i.e., leading). I show that Stay-at-Home orders were initiated sooner in states that saw early, heightened in the virus. This suggests that governors follow voters' opinions, preferences, and sentiments. Exploring potential heterogeneous effects, there is not a difference in the size of this effect between Republican and Democrat governors, nor is there a difference between those up for re-election in 2020 and those not. I do find that governor responsiveness is related to the state's economic freedom and the governor's approval rating just before the pandemic. In a novel environment without precedence, governors in the USA set policy in accord with voter preferences.","['Coronavirus', 'Responsiveness', 'Google Trends', 'Governor', 'Stay-at-home Orders']",[],[],NaN
66,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8458310\eupmc_result.json,PMC8458310,"Ethics statements Patient consent for publication Not applicable. Ethics approval Ethics approval and consent are not required. On completion, the result will be submitted to a reputable peer-reviewed journal. Ethics approval Ethics approval and consent are not required. On completion, the result will be submitted to a reputable peer-reviewed journal."," Introduction Blindness refers to a lack of vision and/or defined as presenting visual acuity worse than 3/60 in the better eye. Its highest proportion has been conforming to the developing countries such as Ethiopia. So, timely information is crucial to design strategies. However, the study on the magnitude of blindness in Ethiopia was outdated, that means it was conducted in 2005-2006. Therefore, this protocol has been proposed to estimate the pooled prevalence of blindness in Ethiopia to provide up-to-date, comprehensive evidence on this theme. Methods and analysis The following databases will be used to search articles: PubMed, Cochrane Library, Google Scholar and retrieving references. Standard data extraction approach will be employed and presented using Preferred Reporting Items for Systematic Review and Meta-Analysis. The Newcastle-Ottawa Scale quality assessment tool will be used to evaluate the quality of studies. Analysis will be held using STATA V.11. Funnel plot and Egger's regression test will be applied to check for the potential sources of bias. Heterogeneity among the studies will be tested using Higgins method in which I² statistics will be calculated and compared with the standard. Meta-regression and subgroup analysis will be done to identify the potential sources of heterogeneity. Cross-sectional and survey studies conducted in Ethiopia and published in English language will be included. Ethics and dissemination Ethics approval and consent are not required. On completion, the result will be submitted to a reputable peer-reviewed journal. Trial registration number CRD42021268448.","['Cornea', 'Degeneration', 'glaucoma', 'epidemiology', 'Contact Lens', 'Field Of Vision', 'Eye (Globe)', 'Low Vision Aid']","['statements Patient', 'Ethics approval', 'Patient consent', 'Ethics', 'approval Ethics', 'Ethics statements', 'Patient', 'approval', 'consent', 'peer-reviewed journal']",[],NaN
67,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8458962\eupmc_result.json,PMC8458962,"Ethics Approval The study has been approved by the Health, Science, Engineering and Technology ECDA, University of Hertfordshire [Reference Protocol number: aLMS/PGR/UH/03332(1)]."," Background:  The aim of the study was to identify, interpret, and compare the current perspectives of regulatory agencies in six member countries of BRICS-TM (Brazil, Russia, India, China, South Africa, Turkey, and Mexico) on the different criteria used for biosimilar development and marketing authorisation process.  Methods:  A semi-quantitative questionnaire was developed covering the organisation of agency, biosimilar development criteria and marketing authorisation process and sent to seven regulatory agencies covering the BRICS-TM countries. All data was kept anonymous and confidential. Data processing and analysis was carried out; descriptive statistics were used for quantitative data and content analysis was employed to generate themes for qualitative data.  Results:  Out of the seven regulatory agencies included in the study, six representatives provided the responses. The perspectives of these six regulatory agencies varied on a number of aspects relating to the review criteria for biosimilar development and licencing process. The most prevalent model for data assessment is the ""full review"" of a marketing authorisation application. There is lack of a standard approach across the agencies on sourcing of the reference biological product,  in vivo  toxicity studies and confirmatory clinical studies. Most agencies restrict interaction with biosimilar developers and any scientific advice is non-binding. The marketing authorisation approval depends on scientific assessment of the dossier, sample analysis and GMP certification. The agencies do not issue any public assessment report specifying the summary basis of biosimilar approval.  Conclusion:  Regulatory agencies across the six emerging economies are steadily improving the regulatory mechanism in the area of biosimilars. However, there remains scope for increasing the effectiveness and efficiency of the processes by encouraging open and transparent interaction with developers, adopting a flexible approach toward accepting advanced analytical data in lieu of clinical studies and enhancing regulatory reliance amongst agencies. This will help to simplify the new biosimilar development programmes and make them more cost-effective.","['Marketing Authorisation', 'Biosimilar', 'Regulatory Agency', 'Emerging Economies', 'Brics-Tm']","['Technology ECDA', 'Reference Protocol', 'Ethics Approval', 'Protocol number', 'Science', 'PGR', 'aLMS', 'Health', 'Engineering', 'ECDA']",['aLMS/PGR/UH/03332(1)].'],NaN
68,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8462059\eupmc_result.json,PMC8462059,ETHICAL APPROVAL This study was approved by the institutional review board and ethics committee of the Japanese Red Cross Ise Hospital (approval number: ER2020‐26).,Bronchoscopy is a crucial tool for diagnosing endobronchial tuberculosis in patients with airway stenosis. Early diagnosis and treatment may reduce airway sequelae and prevent the spread of infection.,"['Bronchoscopy', 'Asymptomatic', 'Endobronchial Tuberculosis', 'High‐resolution Computed Tomography', 'Solitary Airway Stenosis']","['Ise Hospital', 'Japanese Red', 'Red Cross', 'Cross Ise', 'ETHICAL APPROVAL', 'approval number', 'institutional review', 'review board', 'ethics committee', 'ETHICAL']",['ER2020‐26).'],NaN
69,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8463904\eupmc_result.json,PMC8463904,," Aim We developed tailored axillary surgery (TAS) to reduce the axillary tumor volume in patients with clinically node-positive breast cancer to the point where radiotherapy can control it. The aim of this study was to quantify the extent of tumor load reduction achieved by TAS. Methods International multicenter prospective study embedded in a randomized trial. TAS is a novel pragmatic concept for axillary surgery de-escalation that combines palpation-guided removal of suspicious nodes with the sentinel procedure and, optionally, imaging-guided localization. Pre-specified study endpoints quantified surgical extent and reduction of tumor load. Results A total of 296 patients were included at 28 sites in four European countries, 125 (42.2%) of whom underwent neoadjuvant chemotherapy (NACT) and 71 (24.0%) achieved nodal pathologic complete response. Axillary metastases were detectable only by imaging in 145 (49.0%) patients. They were palpable in 151 (51.0%) patients, of whom 63 underwent NACT and 21 had residual palpable disease after NACT. TAS removed the biopsied and clipped node in 279 (94.3%) patients. In 225 patients with nodal disease at the time of surgery, TAS removed a median of five (IQR 3-7) nodes, two (IQR 1-4) of which were positive. Of these 225 patients, 100 underwent ALND after TAS, which removed a median of 14 (IQR 10-17) additional nodes and revealed additional positive nodes in 70/100 (70%) of patients. False-negative rate of TAS in patients who underwent subsequent ALND was 2.6%. Conclusions TAS selectively reduced the tumor load in the axilla and remained much less radical than ALND.","['Breast cancer', 'Axillary Dissection', 'Breast Surgery', 'Axillary Staging', 'Sentinel Lymph Node Procedure']",[],[],NaN
