,metadata_json,PMCIDS,ethic,abstract,keywords,yake_keywords,"['number:', 'no.', 'No.', 'number']_match"
141,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8422310\eupmc_result.json,PMC8422310,Ethics statements Patient consent for publication Not required.," Introduction Diabetes is common (about 20 million patients in Europe) and patients with diabetes have more surgical interventions than the general population. There are plausible pathophysiological and clinical mechanisms suggesting that patients with diabetes are at an increased risk of postoperative complications. When postoperative complications occur in the general population, they increase major adverse events and subsequently increase 1-year mortality. This is likely to be worse in patients with diabetes. There is variation in practice guidelines in different countries in the perioperative management of patients with diabetes undergoing major surgery and whether this may affect postoperative outcome has not been investigated on a large scale. Neither is it known whether different strata of preoperative glycaemic control affects outcome. Methods and analysis A prospective, observational, international, multicentre cohort study, recruiting 5000 patients with diabetes undergoing elective or emergency surgery in at least n=50 centres. Inclusion criteria are any patient with diabetes undergoing surgery under any substantive anaesthetic technique. Exclusion criteria are not being a confirmed diabetic patient and patients with diabetes undergoing procedures under monitored sedation or local anaesthetic infiltration only. Follow-up duration is 30 days after surgery. Primary outcome is days at home at 30 days. Secondary outcomes are Comprehensive Complications Index, Quality of Recovery (QoR-15) score on Day 1 postoperatively, 30-day mortality, length of hospital stay and incidence of specific major adverse events (Myocardial Infarction (MI), Myocardial Injury after Non-cardiac Surgery (MINS), Acute Kidney Injury (AKI), Postoperative Pulmonary Complications (PPC), Cerebrovascular Accident (CVA), Pulmonary Embolism (PE), DVT, surgical site infection, postoperative pulmonary infection). Tertiary outcomes include time to resumption of normal diabetes therapy, incidence of diabetic ketoacidosis or hypoglycaemia, incidence and duration of use of intravenous insulin infusion therapy and change in diabetic management at 30 days. Ethics and dissemination This study will adhere to the principles of the Declaration of Helsinki (amendment 2013) by the World Medical Association and the ICH-Good Clinical Practice (GCP) Guidelines E6(R2). Specific national and local regulatory authority requirements will be followed as applicable. Ethical approval has been granted by the Institutional Review Board of the Mater Misericordiae University Hospital, Dublin, Ireland (Reference: 1/378/2167). As enrolment for this study is ongoing, ethical approval from additional centres is being added continuously. The main results of Management and Outcomes of Perioperative Care among European Diabetic Patients and its substudies will be published in peer-reviewed international medical journals and presented at Euroanaesthesia congress and other international and national meetings. Trial registration number NCT04511312.","['Surgery', 'Diabetes & Endocrinology', 'Adult Anaesthesia']","['statements Patient', 'Patient consent', 'Ethics statements', 'Patient', 'Ethics', 'required', 'statements', 'consent', 'publication']",[]
142,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8423776\eupmc_result.json,PMC8423776,," Background In this study, we report clinical outcomes in COVID-19 infection in a large cohort of people with cystic fibrosis (pwCF) and compare these outcomes to a propensity score matched cohort of people without CF. Methods Analysis of a multicenter research network TriNETX was performed including patients more than 16 years of age diagnosed with COVID-19. Outcomes in COVID-19 positive pwCF were compared with a propensity-matched cohort of people without CF. Results A total of 507,810 patients with COVID-19 were included (422 patients, 0.08% with CF; 507,388 patients, 99.92% without CF. Mean age at COVID-19 diagnosis in CF cohort was 46.6 ± 19.3 years, with female predominance (n = 225, 53.32%). Majority of the participants were Caucasian (n = 309, 73.22%). In the crude, unmatched analysis, mortality, hospitalization, critical care need, mechanical ventilation, acute kidney injury and composite (combination of intubation and mortality) outcome at 30 days was higher in the pwCF. Following robust propensity matching, pwCF had higher hospitalization rate (RR 1.56, 95% CI 1.20-2.04), critical care need (RR 1.78, 95% CI 1.13-2.79), and acute renal injury (RR 1.60, 95% CI 1.07-2.39) as compared to patients without CF. Conclusion People with CF are at risk of poor outcomes with COVID-19.5.2% of these patients died within one month of COVID-19 diagnosis, and more than one in 10 patients required critical care. Therefore, the relatively young median age of cystic fibrosis patients, and lower prevalence of obesity do not protect these patients from severe disease contrary to prior reports.","['Coronavirus', 'Cystic Fibrosis', 'Covid 19']",[],[]
143,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8425205\eupmc_result.json,PMC8425205,," Importance:  The need for cancer rehabilitation is expected to continue to dramatically increase with the aging population and increasing number of cancer survivors. These survivors experience a wide range of physical limitations and symptoms that negatively affect their health and quality of life. Research is needed to determine the rate of adherence, reasons for non-adherence, and interventions to improve adherence to acute inpatient rehabilitation among patients with cancer.  Objective:  To evaluate the rate of adherence and reasons for non-adherence to acute inpatient rehabilitation in patients with cancer.  Design, Setting, and Participants:  This was a secondary analysis of a retrospective study that assessed medical complications in 165 patients with cancer who had a median length of stay of 11 days (interquartile range of 8-14) in acute inpatient rehabilitation. We reviewed the records of all consecutive patients who underwent acute inpatient rehabilitation from September 1, 2017 through February 28, 2018 at a large academic, quaternary National Cancer Institute-designated Cancer Center.  Main Outcomes and Measures:  We calculated the rehabilitation session adherence rate and descriptively summarized the reasons for non-adherence.  Results:  There were 78/165 (47%) patients that had 1 or more incomplete rehabilitation sessions due to medical complications. These patients had a median of 2 (interquartile range of 1-4) incomplete rehabilitation sessions. We noted other reasons for incomplete rehabilitation sessions in 146/165 (89%) patients, who had a median of 3 (interquartile range of 2-4) incomplete rehabilitation sessions. The median total number of days with incomplete rehabilitation sessions in the entire cohort was 2 (interquartile range 1-3).  Conclusion and Relevance:  Among patients with cancer undergoing acute inpatient rehabilitation, the adherence rate to 1-hour long intensive rehabilitation sessions were low due to medical complications and other reasons. This in turn affected compliance with the 3 hours of rehabilitation a day requirement for acute inpatient rehabilitation. Patients with cancer undergoing acute inpatient rehabilitation are medically complex and further research at multiple institutions with larger cohorts may be beneficial in further assessing adherence rates and reasons for non-adherence to improve participation in acute inpatient rehabilitation.","['Neoplasm', 'Rehabilitation', 'Exercise', 'Occupational Therapy', 'Guideline Adherence', 'inpatients']",[],[]
144,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8425462\eupmc_result.json,PMC8425462,,"To assess the quantitative and qualitative impact of the COVID-19 lockdown on pediatric otolaryngology emergency activity. A retrospective study was conducted in a pediatric otolaryngology tertiary care center. Emergency activity during the lockdown period from March 17 to May 11, 2020, was compared to the 2019 and 2018 averages for the same period. Study data included a number of emergency consultations and the number and type of surgical procedures: infection management, endoscopic airway procedure, and post-tonsillectomy hemorrhage. Only 350 children were referred to the pediatric otolaryngology emergencies in our center during the lockdown, compared to 761 on the same period the year before (- 54%); 62 emergency surgeries were performed, compared to 93 (- 33%). The ratio between emergency surgeries and consultations was 18% in 2020, versus 12% previously (p = 0.014). The number of surgical procedures for infectious diseases decreased (- 68%), at 16% of surgical emergencies in 2020 compared to 33% previously (p = 0.017). In 2020, 52 emergency endoscopies were performed, versus 59 previously (- 12%), 27% being performed for suspected tracheobronchial or esophageal foreign bodies, compared to 66% in previous years (p < 0.0001). No post-tonsillectomy hemorrhages were managed in 2020.Conclusion: The COVID-19 lockdown changed pediatric ENT emergency activity quantitatively and also qualitatively. What is Known: • SARS-CoV-2 pandemic impacted pediatric ENT emergency activity quantitatively and qualitatively. What is New: • here was a 54% decrease in pediatric ENT emergency consultation and 33% decrease in emergency ENT surgeries. • Rates of surgery for infection of whatever type decreased by 68%.","['Emergency', 'Pediatric Otorhinolaryngology', 'Covid-19', 'Sars-cov-2']",[],[]
145,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8426333\eupmc_result.json,PMC8426333,," Background The nature of COVID-19 pandemic measures has altered the clinical management of migraine, and has also created barriers to evaluate the impact of such measures of migraine patients. Using the Migraine Buddy smartphone application, we assessed the impact of the COVID-19 pandemic on migraine in users residing in the United States. Methods Migraine Buddy is a smartphone application by individuals to record their migraine headache episodes, characteristics, and coping mechanisms. For this study, anonymized self-reported data from 163,176 adult Migraine Buddy users in the United States between January 2020 and May 2020, were analyzed for migraines associated with stress. A stress-related migraine is defined as one in which stress or anxiety was reported as a trigger or symptom. A questionnaire on the impact of COVID-19 on migraine and its management was also completed by 923 users from the United States in the app between April 2020 and May 2020. Results 88% of the Migraine Buddy database extract and 84% of the respondents are female, with a mean age of 36.2 years. The proportion of stress-related migraine attacks peaked at 53% on March 21 to 23, although the number of migraine attacks decreased. This followed the declaration of the COVID-19 national emergency on March 13 and a spike in the number of COVID-19 cases in the United States. Questionnaire respondents felt that the following added more stress: social isolation (22.6%), information overdose (21.2%), access to essentials (food, medication, etc.) (18.7%), and financial concerns (17.8%). To help manage migraine during COVID-19, respondents suggested stress and diet coaching programs and resources (medical articles, etc.) (34.0%), having the option for home delivery of medication (30.6%) and tele-consulting (25.5%). Conclusion Here, we report the change in the proportion of self-reported stress-related migraine in relation to evolution of the COVID-19 pandemic, as well as its impact of migraine management. Our data will help increase the understanding of patients' needs and help with planning and execution of mitigating strategies.","['Migraine', 'Pandemic', 'Real World', 'Smartphone Application', 'Covid-19']",[],[]
146,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8428029\eupmc_result.json,PMC8428029,"Ethical approval Ethical review was sought from the joint committee of Research and Publication Committee University of The Gambia (UTG) and Medical Research Council (MRC) Ethics committees. As this was a facility based survey with no patient involvement and no protected health information required, informed consent was given by the institution and signed by the institution’s respondent."," Background The Gambia has one of the lowest survival rates for breast cancer in Africa. Contributing factors are late presentation, delays within the healthcare system, and decreased availability of resources. We aimed to characterize the capacity and geographic location of healthcare facilities in the country and calculate the proportion of the population with access to breast cancer care. Methods A facility-based assessment tool was administered to secondary and tertiary healthcare facilities and private medical centers and clinics in The Gambia. GPS coordinates were obtained, and proximity of service availability and population analysis were performed. Distance thresholds of 10, 20, and 45 km were chosen to determine access to screening, pathologic diagnosis, and surgical management. An additional population analysis was performed to observe the potential impact of targeted development of resources for breast cancer care. Results All 102 secondary and tertiary healthcare facilities and private medical centers and clinics in The Gambia were included. Breast cancer screening is mainly performed through clinical breast examination and is available in 52 facilities. Seven facilities provide pathologic diagnosis and surgical management of breast cancer. The proportion of the Gambian population with access to screening, pathologic diagnosis, and surgical management is 72, 53, and 62%, respectively. A hypothetical targeted expansion of resources would increase the covered population to 95, 62, and 84%. Conclusions Almost half of the Gambian population does not have access to pathologic diagnosis and surgical management of breast cancer within the distance threshold utilized in the study. Mapping and population analysis can identify areas for targeted development of resources to increase access to breast cancer care.","['Breast cancer', 'Sub-Saharan Africa', 'Global Health', 'Geospatial Analysis', 'Global Surgery', 'Access To Cancer Care']","['Research Council', 'Medical Research', 'Ethics committees', 'Publication Committee', 'Committee University', 'Ethical approval', 'approval Ethical', 'Ethical review', 'joint committee', 'Research']",[]
147,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8429484\eupmc_result.json,PMC8429484,"Ethics Statement The study was approved by the Health, Science, Engineering and Technology ECDA, University of Hertfordshire [Reference Protocol number: LMS/PGR/UH/04350]. Ethics Committee Approval The study was approved by the Health, Science, Engineering and Technology ECDA, University of Hertfordshire, United Kingdom [Reference Protocol number: LMS/PGR/UH/04350]."," Introduction:  Regulatory reliance, harmonization and work sharing have grown over the last few years, resulting in greater sharing of work and information among regulators, enabling efficient use of limited resources and preventing duplication of work. Various initiatives on the African continent include ZaZiBoNa, the Southern African Development Community (SADC) collaborative medicines registration initiative. ZaZiBoNa has resulted in great savings in time and resources; however, identified challenges include lack of clear information regarding the participating countries registration processes and requirements as well as lengthy registration times. The aim of this study, therefore, was to compare the data requirements and review models employed in the assessment of applications for registration, the target timelines for key milestones and the metrics of applications received and approved in 2019 and 2020 by Mozambique, Namibia, South Africa, Tanzania, Zambia, and Zimbabwe.  Methods:  A senior member of the division responsible for issuing marketing authorisations completed an established and validated questionnaire, which standardizes the review process, allowing key milestones, activities and practices of the six regulatory authorities to be identified and compared. The completed questionnaires were validated by the heads of the respective agencies.  Results:  The majority of applications received and approved by all six agencies in 2019 and 2020 were for generics. The mean approval times for generics varied across the countries, with ranges of 218-890 calendar days in 2019 and 158-696 calendar days in 2020. All three types of scientific assessment review models were used by the six agencies and data requirements and extent of scientific assessment were similar for five countries, while one conducted full reviews for new active substances. A large variation was observed in the targets set by the six agencies for the different milestones as well as overall approval times.  Conclusions:  The study identified the strengths of the countries as well as opportunities for improvement and alignment. Implementation of the recommendations made as in this study will enhance the countries' individual systems, enabling them to efficiently support the ZaZiBoNa initiative.","['Regulatory Reliance', 'South African Development Community', 'Regulatory Review Models', 'Regulatory Approval Timelines', 'Zazibona']","['Technology ECDA', 'Reference Protocol', 'Protocol number', 'Ethics Statement', 'Science', 'LMS', 'PGR', 'United Kingdom', 'Health', 'Engineering']","['LMS/PGR/UH/04350].', 'LMS/PGR/UH/04350].']"
148,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8429788\eupmc_result.json,PMC8429788,"Ethics Statement The study was approved by the Health, Science, Engineering and Technology ECDA, University of Hertfordshire [Reference Protocol number: LMS/PGR/UH/04350]. Ethics Committee Approval The study was approved by the Health, Science, Engineering and Technology ECDA, University of Hertfordshire, United Kingdom [Reference Protocol number: LMS/PGR/UH/04350]."," Introduction:  National medicines regulatory agencies are faced with challenges including limited resources and technical capacity, resulting in countries collaborating and sharing resources to improve efficiency of the review process to facilitate access to quality-assured medicines by their populations. One such collaboration is the Southern African Development Community (SADC) medicines registration collaborative initiative, ZaZiBoNa. Countries participate in the initiative by contributing to regulatory reviews and good manufacturing practices inspections. The aim of this study was to review and compare the registration processes of regulatory authorities of Mozambique, Namibia, South Africa, Tanzania, Zambia, and Zimbabwe to identify strategies for better alignment.  Methods:  A senior member of the division responsible for issuing marketing authorisations completed an established and validated questionnaire, which standardises the review process, allowing key milestones, activities and practices of the six regulatory authorities to be identified and compared. The completed questionnaires were validated by the heads of the respective agencies.  Results:  The six countries vary in population and in the size of their respective regulatory agency and the resources allocated to regulatory reviews. The review processes of the six agencies were similar; however, differences were noted in the milestones recorded; for example, two of the countries did not record the start of the scientific assessment. Additionally, decisions for marketing authorisation were made by an expert committee in four of the countries and by the head of the agency and the Minister of Health in two countries. All six agencies implemented the majority of good review practices; however, the need for improvement in the areas of transparency and communication and quality decision making practices was a common finding for all six countries.  Conclusions:  Participation in the ZaZiBoNa initiative has improved the way in which the six agencies perform regulatory reviews in their countries, highlighting the realisation of one of the key objectives of the initiative, which was building the expert capacity of member countries. Other agencies in the SADC region and beyond can use the results of this study to identify best practices, which in turn, could improve their regulatory performance.","['Constrained Resources', 'Good Review Practices', 'Regulatory Reliance', 'South African Development Community', 'Zazibona']","['Technology ECDA', 'Reference Protocol', 'Protocol number', 'Ethics Statement', 'Science', 'LMS', 'PGR', 'United Kingdom', 'Health', 'Engineering']","['LMS/PGR/UH/04350].', 'LMS/PGR/UH/04350].']"
149,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8430078\eupmc_result.json,PMC8430078,," Objective To study the clinical anesthesia options for patients undergoing acute abdomen surgery and its effect on the recovery of patients' gastrointestinal function. Methods 120 patients who underwent abdomen surgery in our hospital from January 2018 to January 2019 were recruited as the research cohort and placed into group A (n=40) or group B (n=80) according to different anesthesia method each underwent. Group A was administered combined spinal-epidural anesthesia, and group B was administered general anesthesia with tracheal intubation. The anesthesia-related time indicators, the postoperative analgesia, the complication rates (CR), the gastric function indicators, and the gastrointestinal function recovery times were compared between the two groups. Results Group A's anesthesia-related time indicators were significantly lower than group B's (P 0.05). The motilin and ghrelin levels in group A were significantly higher than they were in group B (P Conclusion Spinal-epidural anesthesia is a preferred technique because of its strengths in gastric function and operation success rates by taking patients' actual situations into consideration.","['Surgery', 'Acute abdomen', 'Gastrointestinal Function', 'Anesthesia Treatment Method']",[],[]
150,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8431654\eupmc_result.json,PMC8431654,,"Age is a major risk factor for severe outcome of the 2019 coronavirus disease (COVID-19). In this study, we followed the hypothesis that particularly patients with accelerated epigenetic age are affected by severe outcomes of COVID-19. We investigated various DNA methylation datasets of blood samples with epigenetic aging signatures and performed targeted bisulfite amplicon sequencing. Overall, epigenetic clocks closely correlated with the chronological age of patients, either with or without acute respiratory distress syndrome. Furthermore, lymphocytes did not reveal significantly accelerated telomere attrition. Thus, these biomarkers cannot reliably predict higher risk for severe COVID-19 infection in elderly patients.","['Age', 'DNA methylation', 'Telomere', 'Epigenetic Clocks', 'Covid-19', 'Sars-cov-2']",[],[]
151,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8431852\eupmc_result.json,PMC8431852,," Background Maternal mortality is still a challenge in Uganda, at 336 deaths per 100,000 live births, especially in rural hard to reach communities. Distance to a health facility influences maternal deaths. We explored women's mobility for maternal health, distances travelled for antenatal care (ANC) and childbirth among hard-to-reach Lake Victoria islands fishing communities (FCs) of Kalangala district, Uganda. Methods A cross sectional survey among 450 consenting women aged 15-49 years, with a prior childbirth was conducted in 6 islands FCs, during January-May 2018. Data was collected on socio-demographics, ANC, birth attendance, and distances travelled from residence to ANC or childbirth during the most recent childbirth. Regression modeling was used to determine factors associated with over 5 km travel distance and mobility for childbirth. Results The majority of women were residing in communities with a government (public) health facility [84.2 %, (379/450)]. Most ANC was at facilities within 5 km distance [72 %, (157/218)], while most women had travelled outside their communities for childbirth [58.9 %, (265/450)]. The longest distance travelled was 257.5 km for ANC and 426 km for childbirth attendance. Travel of over 5 km for childbirth was associated with adolescent girls and young women (AGYW) [AOR = 1.9, 95 % CI (1.1-3.6)], up to five years residency duration [AOR = 1.8, 95 % CI (1.0-3.3)], and absence of a public health facility in the community [AOR = 6.1, 95 % CI (1.4-27.1)]. Women who had stayed in the communities for up to 5 years [AOR = 3.0, 95 % CI (1.3-6.7)], those whose partners had completed at least eight years of formal education [AOR = 2.2, 95 % CI (1.0-4.7)], and those with up to one lifetime birth [AOR = 6.0, 95 % CI (2.0-18.1)] were likely to have moved to away from their communities for childbirth. Conclusions Despite most women who attended ANC doing so within their communities, we observed that majority chose to give birth outside their communities. Longer travel distances were more likely among AGYW, among shorter term community residents and where public health facilities were absent. Trial registration PACTR201903906459874 (Retrospectively registered). https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=5977 .","['Mobility', 'Distance', 'Women', 'Island', 'communities', 'Uganda', 'Childbirth', 'Fishing']",[],[]
152,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8432076\eupmc_result.json,PMC8432076,," Purpose Current guidelines on urgent thoracotomy of polytraumatized patients are based on data from perforating chest injuries. We aimed to identify predictive factors for urgent thoracotomy after chest-tube placement for blunt chest trauma in a civilian setting. Methods Polytraumatized patients (Injury Severity Score ≥16) with blunt chest trauma, submitted to a level I trauma centre during a period of 12 years that received at least one chest tube were included. Trauma mechanism, chest-tube output, haemoglobin values, need for cellular blood products, coagulopathies, rib fracture pattern, thoracotomy, and mortality were retrospectively analysed. Results 235 polytraumatized patients were included. Patients that received urgent thoracotomy (UT,  n  = 10) showed a higher mean chest-tube output within 24 h with a median (Mdn) of 3865 (IQR 2423-5156) mL compared to the group with no additional thoracic surgery (NT,  n  = 225) with Mdn 185 (IQR 50-463) mL ( p   p  = 0.786; INR:  p  = 0.215). There was an average number of 7.1(±3.4) rib fractures in UT and 6.7(±4.8) in NT ( p  = 0.649). Conclusions Chest-tube output remains the single most important predictive factor for urgent thoracotomy also after blunt chest trauma. Patients with a chest-tube output of more than 1300 mL within 24 h after trauma should be considered for transfer to a level I trauma centre with standby thoracic surgery.","['Chest injury', 'Blunt Chest Trauma', 'Thoracotomy', 'Polytrauma Management']",[],[]
153,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8433239\eupmc_result.json,PMC8433239,Ethical approval This type of study does not require any ethical approval at our institution.," Introduction and importance Thyroid hemiagenesis (TH) is a rare congenital anomaly where one lobe fails to develop, especially more frequently occurs on the left lobe. The exact mechanisms for thyroid morphogenesis remain unclear. In this paper, we report a rare case of right lobe TH associated with Hurthle cell carcinoma. Case presentation A 59 years old woman was admitted with a neck lump increasing in size in the last 20 years. There were no symptoms of hyperthyroidism and hypothyroidism. There was a palpable, painless 5 cm mass in the middle of the neck. Initial thyroid ultrasonography (USG) revealed an enlarged left lobe, with hypoechoic lesion with cystic component and calcification (TIRADS 4). However, the right lobe was non-visualized. Fine needle aspiration biopsy result tendency was a malignancy. Hence, isthmolobectomy was conducted. Pathology result was Hurthle cell carcinoma. On the ninth month, USG revealed fibrotic tissue in the right thyroid bed and bilateral lymphadenopathy. Due to discrepancy, the patient was planned for a neck exploration surgery and a right lobe incision. Intraoperatively, the right thyroid was absent. Intraoperative USG also confirmed no right thyroid lobe. Discussion Thyroid hemiagenesis can be visualized by using USG due to its practicality and cost effectiveness reasons. Follow up evaluations consisted of systematic monitoring of thyroid morphology and hormonal functions should follow the diagnosis of TH. Neck exploration surgery might need to be performed to clarify any discrepancy and confirm the diagnosis. Conclusion TH can be recognized through supporting examination; however, discrepancy may occur.","['Hurthle Cell Carcinoma', 'Thyroid Hemiagenesis', 'Neck Exploration Surgery']","['Ethical approval', 'Ethical', 'approval', 'institution', 'type', 'study', 'require']",[]
154,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8434140\eupmc_result.json,PMC8434140,,"Four-wave-mixing microscopy is widely researched in both biology and medicine. In this paper, we present a simplified near-degenerate four-wave-mixing microscopy (SNDFWM). An ultra-steep long-pass filter is utilized to produce an ultra-steep edge on the spectrum of a femtosecond pulse, and a super-sensitive four-wave-mixing (FWM) signal can be generated via an ultra-steep short-pass filter. Compared with the current state-of-the-art FWM microscopy, this SNDFWM microscopy has the advantages of simpler experimental apparatus, lower cost, and easier operation. We demonstrate that this SNDFWM microscopy has high sensitivity and high spatial resolution in both nanowires and biological tissues. We also show that the SNDFWM microscopy can achieve an ultra-sensitive detection based on the electron-resonance effect. This method might find an important application in tracking of nano drugs in vivo.","['Microscopy', 'Four-wave-mixing', 'Near-degenerate']",[],[]
155,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8435375\eupmc_result.json,PMC8435375,Ethical approval Ethical approval was not required.," Objectives Although a number of cases of importation with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection have been reported, there are still no data available concerning the characteristics in the coronavirus disease 2019 (COVID-19) cluster of charter flight importation. Here, we provide an analysis of COVID-19 cases and their close contacts who worked for the same company on a project in Karbala, Iraq, and returned back to Chengdu, China, by a charter flight. Methods The data of imported COVID-19 cases and their close contacts were obtained from National Notifiable Disease Report System of Chinese Center for Disease Control and Prevention and field epidemiological investigation reports by Centers for Disease Control and Prevention (CDCs) in Chengdu. The information of general characteristics and laboratory findings of this cluster were collected and summarized. Results One hundred and six (66.67%) of 159 charter flight passengers tested positive for COVID-19 before entry. Through treatment, all 159 people tested negative and meet the requirements of taking flights bound for China before boarding. However, there has been still 36 (22.64%) of them tested positive after entry. The median time from entry to confirmation was 1.0 day (Interquartile Range (IQR): 0-4.3). The Cycle threshold value (Ct value) of 36 patients' positive samples are all above 30 and most values are above 35. Conclusions In conclusion, there is still a risk that a number of COVID-19 cases can be imported through charter flight. However, the infectivity of confirmed patients of the charter flight was considered to be low.","['epidemiology', 'Importation', 'Covid-19', 'Charter Flight']","['Ethical approval', 'approval Ethical', 'Ethical', 'approval', 'required']",[]
156,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8435711\eupmc_result.json,PMC8435711,Ethics Statement The studies involving human participants were reviewed and approved by the Institution Review Board of Health Insurance Review and Assessment Service. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,"Regenerative medicine (RM) has considerable potential to address the needs of aging-related and uncurable diseases. However, its incorporation into reimbursement of health insurance benefits poses many challenges, including uncertain evidence and insufficient investment. This paper examines the wide gap between manufacturers, regulatory bodies, and health technology bodies regarding reimbursements for RMs focused cell therapy products. In this mixed-methods study, we first analyzed the sales of RMs approved in South Korea. In addition to exploring beliefs related to the market value of RMs, in-depth interviews were conducted with 24 experts (17 from bio-industries, two from the regulatory body, three from a health technology assessment (HTA) body, and two from the Pharmaceutical Benefit Coverage Assessment Committee [PBCAC]). Lastly, we surveyed PBCAC members about the market value of RMs. In total, 15 of the 20 developed cell therapy products are on the market in South Korea, and amounted to 0.24% of total pharmaceutical expenditures in 2018. We identified a wide gap between stakeholders and regulators regarding the market value and pricing of RMs. The interviewees from the pharmaceutical manufacturer association raised the issue of rising manufacturing costs and proposed a specific pricing policy for RMs. To bridge the gap between approval and reimbursement, stakeholders demand an alternative framework of value-based pricing. Conditional health insurance reimbursement may be an alternative to the traditional process in order to generate evidence of the effects of RMs using ""risk-based"" or ""outcome-based"" approaches.","['Pricing', 'Reimbursement', 'Regenerative Medicine', 'Marketing Authorization', 'Conditional Coverage']","['Assessment Service', 'Health Insurance', 'Institution Review', 'Review Board', 'Insurance Review', 'Ethics Statement', 'studies involving', 'involving human', 'human participants', 'Review']",[]
157,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8435737\eupmc_result.json,PMC8435737,Ethics Statement The studies involving human participants were reviewed and approved by Department of Surgical Sciences Committee. The patients/participants provided their written informed consent to participate in this study.," Aim:  Hemorrhoidectomy is still the most effective surgical treatment for hemorrhoidal disease, but it is, however, associated with complications such as pain and stenosis. We proposed to break the ""vicious circle"" of ""pain-sphincteric spasm-stenosis-pain"" with the postoperative use of self-mechanical anal dilation.  Methods:  We retrospectively analyzed patients with hemorrhoidal disease presenting with a minimum of piles of three quadrants, treated with radiofrequency hemorrhoidectomy between January 2018 and December 2019. All the patients that at 3 weeks presented sphincteric spasms with painful defecation, were considered. Thirty-nine patients performed the cycle of self-mechanical anal dilation (Group A). This group was 1:1 matched with homogeneous patients from our historical cohort of patients (Group B). The primary endpoint was the pain evaluation, secondary endpoints: WCS, overall satisfaction of the patient, anal sphincter spasm, scarring, and the incidence of postoperative stenosis.  Results:  In Group A mean VAS was 3.25 after 14 days of application and 1.15 at the end of the application. In Group B mean VAS was persistently higher, with a mean VAS of 5 ( p  = 0.000002) and 3.38 ( p  = 0.0000000000009). In Group A we observed an improvement of symptoms at the end, with a good overall satisfaction (Group A 7.4 vs. Group B 5.9;  p  = 0.0000007) and a better mean WCS (Group A WCS 2.8 vs. Group B WCS 4.18;  p  = 0.0001). Stenosis was observed in 3/39 patients of Group B (7.7%).  Conclusions:  Self-mechanical anal dilation improves the pain in the late postoperative course, minimizing the risk of anal stenosis.","['Stenosis', 'Postoperative pain', 'Constipation', 'Hemorrhoidectomy', 'Dilation']","['Sciences Committee', 'Surgical Sciences', 'Ethics Statement', 'studies involving', 'involving human', 'Committee', 'Statement', 'Department', 'Surgical', 'Sciences']",[]
158,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8436019\eupmc_result.json,PMC8436019,," Background This study aimed to analyze the impact of COVID-19 on oral and maxillofacial fracture in Daegu by comparing the demographic data in 2019 and 2020, retrospectively. We collected data from all patients having trauma who visited the emergency room for oral and maxillofacial fractures. Methods This retrospective study was based on chart review of patients who visited the emergency department of Kyungpook National University Hospital in Daegu, South Korea from January 1, 2019, to December 31, 2020. We conducted a comparative study for patients who presented with maxillofacial fractures with occlusal instability during pre-COVID-19 era (2019) and COVID-19 era (2000) with demographics and pattern of injuries. Results After the outbreak of COVID-19, the number of monthly oral and maxillofacial fractures, especially sports-related oral and maxillofacial fractures, decreased significantly. Also, the number of alcohol-related fractures increased significantly. In addition, as the number of monthly confirmed cases of COVID-19 increases, the incidence of fracture among these cases tends to decrease. Conclusions The COVID-19 pandemic has changed the daily life in Korea. Identifying the characteristics of patients having trauma can provide a good lead to understand this long-lasting infectious disease and prepare for future outbreaks.","['Pandemic', 'Corona', 'Facial Fracture', 'Covid-19', 'Oral And Maxillofacial Fracture']",[],[]
