,metadata_json,PMCIDS,ethic,abstract,keywords,yake_keywords,"['number:', 'no.', 'No.', 'number']_match",terms
855,C:\Users\shweata\ethics_statement_2000_generic\PMC8010849\eupmc_result.json,PMC8010849,,NaN,[],[],[],NaN
856,C:\Users\shweata\ethics_statement_2000_generic\PMC8010951\eupmc_result.json,PMC8010951,,NaN,[],[],[],NaN
857,C:\Users\shweata\ethics_statement_2000_generic\PMC8011067\eupmc_result.json,PMC8011067,"Ethically unacceptable criteria and controversial application The majority of the guidelines report a set of ethically unacceptable criteria, including gender, ethnicity, sexual orientation, religion and political vision. They are justified on the basis of the equality principle with respect to human dignity and the human rights framework [ 22,  24,  28,  30,  32,  35]. Most of the guidelines place specific attention on age, which cannot be assumed as the only criterion [ 26,  29,  33], and disability [ 24,  28,  30,  39]; these groups are considered vulnerable people, and specific attention and particular effort should be made to ensure them equal rights and treatments [ 11]. Despite this, it is important to point out that there is controversy on the age issue. For example, the Swiss ethical guideline, while declaring to avoid any discrimination based on age, uses the age limit as an exclusion criteria in certain situation [ 33]. The Belgian document states that age in isolation cannot be used for triage decisions, but should be integrated with other clinical parameters: frailty and reduced cognition. They are specifically described as ‘independent predictors of outcome when elderly patients are admitted to the ICU’, but, as mentioned above, they would be effective only in combination with age [ 29]. Ethical aspects of communication and triage management Transparency, reasonableness, inclusiveness, openness and the uniform application of triage criteria at the different levels of care are important reference principles to ensure the non-arbitrariness of the final decision [ 11,  22,  25,  26,  37]. Procedures for decision making should respect human dignity [ 11], and clinicians should act with honesty and integrity [ 38]. The involvement of health care professionals not directly involved in the provision of intensive care is also underlined to mitigate the negative effects of pressure on doctors and teams [ 25], and a collective decision made by an ad hoc medical committee is often required [ 34,  36,  39]. An on-going revision of the guidelines, triage criteria and decisions is also a reiterated aspect to ensure that the best possible treatments are always guaranteed to each patient [ 36,  37]. Need of ethical support Since these are very difficult decisions, the presence of local ethics committees, ethicists, or any other form of support, including psychological, aimed at managing and reducing the moral distress of health care professionals [ 21,  25,  28â€“ 30,  32,  34,  36,  37], is considered as an important aid for distributing and strengthening their sense of responsibility, applying ethical guidelines in their daily practice and, finally, making difficult decisions and facing direct dilemmas, especially in those extremely complex situations where suspension of already initiated treatments is required. Ethical guidelines have also noted that the application of a structured decision-making process and the identification of the persons responsible for the decision are fundamental to guarantee the patient, his family members and the community itself the trust pact and alliance on which the relationship of care is based and that the current emergency could dramatically corrupt [ 21]."," Background Under COVID-19 pandemic, many organizations developed guidelines to deal with the ethical aspects of resources allocation. This study describes the results of an argument-based review of ethical guidelines developed at the European level. It aims to increase knowledge and awareness about the moral relevance of the outbreak, especially as regards the balance of equity and dignity in clinical practice and patient's care. Method According to the argument-based review framework, we started our research from the following two questions: what are the ethical principles adopted by the ethical guidelines produced at the beginning of the COVID-19 outbreak related to resource allocation? And what are the practical consequences in terms of 'priority' of access, access criteria, management of the decision-making process and patient care? Results Twenty-two ethical guidelines met our inclusion criteria and the results of our analysis are organized into 4 ethical concepts and related arguments: the equity principle and emerging ethical theories; triage criteria; respecting patient's dignity, and decision making and quality of care. Conclusion Further studies can investigate the practical consequences of the application of the guidelines described, in terms of quality of care and health care professionals' moral distress.","['Ethics', 'Human Dignity', 'Allocation Of Health Care Resources', 'Covid-19 Pandemic']","['Ethically unacceptable', 'unacceptable criteria', 'sexual orientation', 'political vision', 'age', 'unacceptable', 'Ethically', 'guidelines report', 'guidelines', 'criteria']",[],NaN
858,C:\Users\shweata\ethics_statement_2000_generic\PMC8011125\eupmc_result.json,PMC8011125,," Background We used GORE DUALMESH for the reconstruction of diaphragms in patients with thoracic malignancies. Here, we report the results. Methods Between July 2015 and August 2017, diaphragm reconstruction using 2-mm GORE DUALMESH was performed in 7 patients undergoing surgical resection for thoracic malignancies. After resection of the diaphragm, the mesh was trimmed to the size of defect and placed with the smooth surface facing the chest cavity and the rough surface facing the abdomen. It was fixed with interrupted sutures consisting of synthetic monofilament nonabsorbable 1-0 to 2 threads. Results Indications for resection were malignant pleural mesothelioma and primary lung cancer in 5 and 2 patients, respectively. Patients with malignant pleural mesothelioma underwent pleurectomy with decortication; patients with primary lung cancer underwent lung lobectomy. Right and left diaphragm reconstruction was performed for 4 and 3 patients, respectively. Neither complications related to diaphragm reconstruction nor displacement of mesh occurred during a follow-up period ranging from 11 days to 37 months. Conclusions GORE DUALMESH is a good synthetic material for diaphragm reconstruction, because its smooth surface prevents adhesions to the lung and its rough surface allows adherence to abdominal tissue.","['Diaphragm', 'Lung cancer', 'Reconstruction', 'Prosthesis', 'Malignant Pleural Mesothelioma']",[],[],NaN
859,C:\Users\shweata\ethics_statement_2000_generic\PMC8011164\eupmc_result.json,PMC8011164,," Background Heart failure is usually associated with a low-cardiac-output state; however, a minority of these patients are characterized by a high-output cardiac state, described as a cardiac index of > 4 L/minute/m 2 . Usually such circulation is associated with low systemic vascular resistance or arteriovenous malformation (AVM), resulting in depressurized circulation and a high-output cardiac state. Treating physicians should be cognizant of such pathology when investigating patients with heart failure. As an example, renal arteriovenous malformations are a rare vascular phenomena that are typically the result of iatrogenic, traumatic or congenital etiology. Generally, non-salient, most are detected as an incidental finding. Case presentation A 75-year-old Afro-Caribbean man with multiple comorbidities presented to the emergency department with a 6-month history of heart failure symptoms. Cardiac catheterization demonstrated a giant right renal AVM leading to a significant left-to-right, post-tricuspid shunt that was treated with transcatheter coiling. Conclusions We present this case to emphasize the significance of a detailed workup in a patient with heart failure symptoms.","['Pulmonary hypertension', 'Renal Arteriovenous Malformation']",[],[],NaN
860,C:\Users\shweata\ethics_statement_2000_generic\PMC8011306\eupmc_result.json,PMC8011306,Ethics committee approval The protocol of the study was approved by the local Institutional Review Board. The study protocol was in accordance with the 1964 Helsinki Declaration and its later amendments comparable ethical standards.," Background Sudden sensorineural hearing loss (SSNHL) is commonly encountered in otolaryngologic practice. SARS-CoV-2 infection is typically marked by respiratory symptoms although neurologic manifestations of the disease have also been described. Objective We want to measure the incidence and clinical aspects of persons exhibiting in otolaryngology clinic (OC) with SSNHL during the COVID-19 widespread and in the constant interval of previous year. Methods We retrospectively inspected the medical information for admissions to OC in Eskisehir, Turkey, during the COVID-19 widespread to describe the patients SSNHL. Clinical knowledge was saved for each subject and corresponded with that of SSNHL subjects demonstrating in 2019. Result Between 1 April and 30 September 2020, 68 patients admitted to OC for SSNHL; in 2019, there were 41 subjects, for an incidence rate ratio of 8.5 per 100.000 (95% CI 1.02-2.92) for the 2020 cohort. Of the 2020 group, forty-one patients (60.3%) presented with active or recent symptoms consistent with COVID-19 infection, compared with four (9.8%) in 2019 (p  Conclusion We detected increased incidence of SSNHL during the COVID-19 widespread compared to the same interval of the prior year; 60.3% of subjects confronting with SSNHL had signs that were harmonious with COVID-19.","['Hearing loss', 'Neuropathy', 'Covid-19']","['Review Board', 'Institutional Review', 'local Institutional', 'Ethics committee', 'committee approval', 'Helsinki Declaration', 'study protocol', 'Board', 'Institutional', 'Review']",[],NaN
861,C:\Users\shweata\ethics_statement_2000_generic\PMC8011658\eupmc_result.json,PMC8011658,Ethics Statement Ethical review and approval was not required for the study on human participants in accordance with the local legislation and institutional requirements. The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual for the publication of any potentially identifiable images or data included in this article.,"Patients that present with pharyngeal strictures and pharyngocutaneous fistulas in the context of previous reconstruction and post-operative radiotherapy often report significant morbidity and reduction in quality of life. Reconstruction of such defects present a substantial clinical challenge requiring the importation of unirradiated vascularized tissue to facilitate healing in a friable, fibrotic, and vessel depleted tissue bed. The authors present a case report demonstrating an adaptation of the internal mammary artery perforator (IMAP) flap for reliable reconstruction of circumferential pharyngeal defects with primary tension free closure of the donor site. This technique avoids the use of free tissue transfer in a hostile, irradiated neck. The tubed IMAP flap is an excellent option, serving the purposes of reconstruction as well as addressing the patient's presenting issues of a chronic sinus and pharyngeal stricture inhibiting oral intake.","['Radiotherapy', 'Stricture', 'Fistula', 'Pharyngo-esophageal Reconstruction', 'Imap Flap']","['Statement Ethical', 'Ethics Statement', 'Ethical review', 'institutional requirements', 'local legislation', 'human participants', 'written informed', 'informed consent', 'Statement', 'Ethical']",[],NaN
862,C:\Users\shweata\ethics_statement_2000_generic\PMC8011723\eupmc_result.json,PMC8011723,"Ethical consideration The Ethics Committee on Bangalore Baptist Hospital approved the survey protocol on 30 June 2020. Written informed consent was obtained from the participants, and the test results were communicated to them."," Objectives We aimed to estimate the seroprevalence of COVID-19 in a rural district of South India, six months after the index case. Methodology We conducted a cross-sectional study of 509 adults aged more than 18 years. From all the four subdistricts, two grampanchayats (administrative cluster of 5-8 villages) were randomly selected followed by one village through convenience. The participants were invited for the study to the community-based study kiosk set up in all the eight villages through village health committees. We collected socio-demographic characteristics and symptoms using a mobile application-based questionnaire, and we tested samples for the presence of IgG antibodies for SARS CoV-2 using an electro chemiluminescent immunoassay. We calculated age-gender adjusted and test performance adjusted seroprevalence. Results The age-and gender-adjusted seroprevalence was 8.5% (95% CI 6.9%- 10.8%). The unadjusted seroprevalence among participants with hypertension and diabetes was 16.3% (95% CI:9.2-25.8) and 10.7% (95% CI: 5.5-18.3) respectively. When we adjusted for the test performance, the seroprevalence was 6.1% (95% CI 4.02-8.17). The study estimated 7 (95% CI 1:4.5-1:9) undetected infected individuals for every RT-PCR confirmed case. Infection Fatality Rate (IFR) was calculated as 12.38 per 10000 infections as on 22 October 2020. History of self-reported symptoms and education were significantly associated with positive status (p  Conclusion A significant proportion of the rural population in a district of south India remains susceptible to COVID-19. A higher proportion of susceptible, relatively higher IFR and a poor tertiary healthcare network stress the importance of sustaining the public health measures and promoting early access to the vaccine are crucial to preserving the health of this population. Low population density, good housing, adequate ventilation, limited urbanisation combined with public, private and local health leadership are critical components of curbing future respiratory pandemics.",[],"['Ethics Committee', 'Bangalore Baptist', 'Baptist Hospital', 'Hospital approved', 'Ethical consideration', 'survey protocol', 'June', 'Ethics', 'Committee', 'Bangalore']",[],NaN
863,C:\Users\shweata\ethics_statement_2000_generic\PMC8011762\eupmc_result.json,PMC8011762,"Ethics Ethics approval was granted by Moi University and Moi Teaching and Referral Hospital Institutional Review and Ethics Committee (IREC) 0015931 and the Human Research Ethics Committee (Medical) of University of the Witwatersrand (clearance certificate M170497). Written permission to conduct the study was also given by the Department of Health of Uasin Gishu County. Participants were briefed about the purpose of the study, and those willing were asked to sign an informed consent form for all aspects of the study, including audio recording. Participants were assured of anonymity for any information given. Ethical issues associated with data management such as confidentiality, de-identifying the data, and safe keeping were upheld at all stages."," Introduction Community participation in the governance of health services is an important component in engaging stakeholders (patients, public and partners) in decision-making and related activities in health care. Community participation is assumed to contribute to quality improvement and goal attainment but remains elusive. We examined the implementation of community participation, through collaborative governance in primary health care facilities in Uasin Gishu County, Western Kenya, under the policy of devolved governance of 2013. Methods Utilizing a multiple case study methodology, five primary health care facilities were purposively selected. Study participants were individuals involved in the collaborative governance of primary health care facilities (from health service providers and community members), including in decision-making, management, oversight, service provision and problem solving. Data were collected through document review, key informant interviews and observations undertaken from 2017 to 2018. Audio recording, notetaking and a reflective journal aided data collection. Data were transcribed, cleaned, coded and analysed iteratively into emerging themes using a governance attributes framework. Findings A total of 60 participants representing individual service providers and community members participated in interviews and observations. The minutes of all meetings of five primary health care facilities were reviewed for three years (2014-2016) and eight health facility committee meetings were observed. Findings indicate that in some cases, structures for collaborative community engagement exist but functioning is ineffective for a number of reasons. Health facility committee meetings were most frequent when there were project funds, with discussions focusing mainly on construction projects as opposed to the day-to-day functioning of the facility. Committee members with the strongest influence and power had political connections or were retired government workers. There were no formal mechanisms for stakeholder forums and how these worked were unclear. Drug stock outs, funding delays and unclear operational guidelines affected collaborative governance performance. Conclusion Implementing collaborative governance effectively requires that the scope of focus for collaboration include both specific projects and the routine functioning of the primary health care facility by the health facility committee. In the study area, structures are required to manage effective stakeholder engagement.",[],"['Ethics Committee', 'Moi University', 'Ethics Ethics', 'Moi Teaching', 'Research Ethics', 'Referral Hospital', 'Hospital Institutional', 'Institutional Review', 'Human Research', 'Ethics approval']",[],NaN
864,C:\Users\shweata\ethics_statement_2000_generic\PMC8011784\eupmc_result.json,PMC8011784,,"Combinatorial gut hormone therapy is one of the more promising strategies for identifying improved treatments for metabolic disease. Many approaches combine the established benefits of glucagon-like peptide-1 (GLP-1) agonism with one or more additional molecules with the aim of improving metabolic outcomes. Recent attention has been drawn to the glucose-dependent insulinotropic polypeptide (GIP) system due to compelling pre-clinical evidence describing the metabolic benefits of antagonising the GIP receptor (GIPR). We rationalised that benefit might be accrued from combining GIPR antagonism with GLP-1 agonism. Two GIPR peptide antagonists, GIPA-1 (mouse GIP(3-30)NH2) and GIPA-2 (NαAc-K10[γEγE-C16]-Arg18-hGIP(5-42)), were pharmacologically characterised and both exhibited potent antagonist properties. Acute in vivo administration of GIPA-1 during an oral glucose tolerance test (OGTT) had negligible effects on glucose tolerance and insulin in lean mice. In contrast, GIPA-2 impaired glucose tolerance and attenuated circulating insulin levels. A mouse model of diet-induced obesity (DIO) was used to investigate the potential metabolic benefits of chronic dosing of each antagonist, alone or in combination with liraglutide. Chronic administration studies showed expected effects of liraglutide, lowering food intake, body weight, fasting blood glucose and plasma insulin concentrations while improving glucose sensitivity, whereas delivery of either GIPR antagonist alone had negligible effects on these parameters. Interestingly, chronic dual therapy augmented insulin sensitizing effects and lowered plasma triglycerides and free-fatty acids, with more notable effects observed with GIPA-1 compared to GIPA-2. Thus, the co-administration of both a GIPR antagonist with a GLP1 agonist uncovers interesting beneficial effects on measures of insulin sensitivity, circulating lipids and certain adipose stores that seem influenced by the degree or nature of GIP receptor antagonism.",[],[],[],NaN
865,C:\Users\shweata\ethics_statement_2000_generic\PMC8011803\eupmc_result.json,PMC8011803,,"Endometrial cancer is a ubiquitous gynecological disease with increasing global incidence. Therefore, despite the lack of an established screening technique to date, early diagnosis of endometrial cancer assumes critical importance. This paper presents an artificial-intelligence-based system to detect the regions affected by endometrial cancer automatically from hysteroscopic images. In this study, 177 patients (60 with normal endometrium, 21 with uterine myoma, 60 with endometrial polyp, 15 with atypical endometrial hyperplasia, and 21 with endometrial cancer) with a history of hysteroscopy were recruited. Machine-learning techniques based on three popular deep neural network models were employed, and a continuity-analysis method was developed to enhance the accuracy of cancer diagnosis. Finally, we investigated if the accuracy could be improved by combining all the trained models. The results reveal that the diagnosis accuracy was approximately 80% (78.91-80.93%) when using the standard method, and it increased to 89% (83.94-89.13%) and exceeded 90% (i.e., 90.29%) when employing the proposed continuity analysis and combining the three neural networks, respectively. The corresponding sensitivity and specificity equaled 91.66% and 89.36%, respectively. These findings demonstrate the proposed method to be sufficient to facilitate timely diagnosis of endometrial cancer in the near future.",[],[],[],NaN
866,C:\Users\shweata\ethics_statement_2000_generic\PMC8012167\eupmc_result.json,PMC8012167,"Ethics statement As a quality improvement initiative, this project was deemed exempt from ethics review by the University of Saskatchewan Research Ethics Board.","PPE is an integral part of reducing transmission of COVID-19. We assessed a 5-week pilot project of utilising health science student volunteers as PPE coaches in the adult and paediatric emergency department (ED) during the pandemic. PPE coaches were provided with training, PPE checklist, area for written observations, and feedback surveys. Overall, correct PPE use improved over time. Coaches felt safe, that training was adequate, and part of the team. Factors that contributed to project effectiveness included institutional support, role clarification, and continuous feedback from staff. Our findings support the utilisation of students in IPC projects.","['Medical education', 'Personal Protective Equipment', 'Coaching', 'Infection Prevention And Control', 'Covid-19']","['Saskatchewan Research', 'Ethics Board', 'Research Ethics', 'improvement initiative', 'quality improvement', 'deemed exempt', 'Ethics statement', 'ethics review', 'Board', 'Ethics']",[],NaN
867,C:\Users\shweata\ethics_statement_2000_generic\PMC8012480\eupmc_result.json,PMC8012480,Ethics Statement The studies involving human participants were reviewed and approved by The Ethics Committee of Henan Provincial People's Hospital. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements. Ethics The protocol of this retrospective case-control study was submitted and approved by the Ethics Committee of Henan People's Hospital prior to the start of the study. This study was approved to not require the signing of the informed consent.," Background:  Tuberculous pleurisy (TBP) is a common clinical type of tuberculosis (TB) in China. TBP is difficult to diagnose. Whether the mononuclear cell/leukocyte (MNC/LEU) ratio in pleural effusion can contribute to accurate TBP diagnosis remains yet unclear.  Objective:  To explore the diagnostic value of MNC/LEU ratio in pleural effusion for TBP in China.  Methods:  This study was a retrospective case-control study involving 406 patients with pleural effusion of unknown cause who were hospitalized at the Henan Provincial People's Hospital. Using histopathological examination of thoracoscopic pleural biopsy as the gold standard for TBP diagnosis, a final total of 215 subjects were included in this study including 91 cases of TBP and 124 cases of non-TBP. The receiver operating characteristic (ROC) curve of pleural effusion MNC/LEU ratio for TBP diagnosis was plotted and the area under curve (AUC) and the optimal cutoff value were determined. In addition, the sensitivity, specificity and accuracy of the MNC/LEU ratio at the optimal cutoff value for TBP diagnosis were also evaluated.  Results:  The MNC/LEU ratio was significantly higher in TB pleural effusion [95.9% (89.7-98.0%)] than in non-TB pleural effusion [77.8% (39.3-93.2%)] ( P   Conclusion:  The pleural effusion MNC/LEU ratio may be a new and valuable laboratory indicator for the diagnosis of tuberculous pleurisy in China.","['Adenosine deaminase', 'Diagnostic Study', 'Tuberculous Pleurisy', 'Mononuclear Cell/Leukocyte Ratio', 'Tb Pleural Effusion']","['Henan Provincial', 'Provincial People', 'Ethics Statement', 'Ethics Committee', 'People Hospital', 'Henan People', 'studies involving', 'involving human', 'human participants', 'Ethics']",[],NaN
868,C:\Users\shweata\ethics_statement_2000_generic\PMC8012510\eupmc_result.json,PMC8012510,"Ethics Statement The studies involving human participants were reviewed and approved by Ethics Committee at the Institute of Psychology, Pedagogical University of KrakÃ³w. Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin. Ethical Considerations The study was approved by the ethical committee at the Pedagogical University of Krakow and by the school board of the special education center in which it was conducted. During school enrolment, the parents or primary caregivers of all the participants in the survey gave their written consent to receive an invitation to participate in scientific research. Detailed information about this study was given during telephone conversations and consent was obtained orally from the participants. The participants were informed that they could withdraw from the study at any time. The data was kept and used in accordance with the General Data Protection and Regulation Law in force ( 14)."," Background:  In this study we aimed to assess symptoms of anxiety and depression in persons with developmental disabilities during COVID-19 lockdown.  Method:  Soon after school closures related to the pandemic, we conducted telephone interviews with 64 vocational school students with developmental disabilities, the majority of whom had mild intellectual disability, and their parents. The parents were asked about stressful events experienced during lockdown. The students were assessed with screening measures for anxiety (GAD-7) and depression (PHQ-8).  Results:  Over one third of the tested students reported mild or more severe symptoms of anxiety and depression, and girls were more affected than boys. The number of experienced lockdown inconveniences predicted the severity of depression symptoms in girls.  Discussion:  The high prevalence of symptoms of anxiety and depression in persons with developmental disabilities indicates the need for screening studies and the provision of psychological help in situations such as the COVID-19 lockdown.","['Depression', 'Anxiety', 'Developmental Disabilities', 'Intellectual Disability', 'Lockdown', 'Covid-19']","['Ethics Statement', 'Pedagogical University', 'Ethics Committee', 'studies involving', 'involving human', 'Ethics', 'human participants', 'Psychology', 'Statement', 'Institute']",[],NaN
869,C:\Users\shweata\ethics_statement_2000_generic\PMC8012717\eupmc_result.json,PMC8012717,"Ethics Statement Experiments were performed under a project license (no.: KY2018-02) granted by regional ethics board of Harbin Medical University Cancer Hospital on December 2018, in compliance with Chinese Guidelines for the Care and Use of Animals. The chairperson of the ethics committee is Changhong Zhao. Ethical Statement The authors are accountable for all aspects of the work in ensuring that questions related to the accuracy or integrity of any part of the work are appropriately investigated and resolved. Experiments were performed under a project license (NO.: KY2018-02) granted by regional ethics board of Harbin Medical University Cancer Hospital on December 2018, in compliance with Chinese guidelines for the care and use of animals. The chairperson of the ethics committee is Changhong Zhao.","In recent years, more and more attention has been paid to intestinal microbiome. Almost all operations will go through the anesthesia process, but it is not clear whether the intervention of anesthesia alone will affect the change in the intestinal microbiome. The purpose of this study was to verify the effect of sevoflurane inhalation anesthesia on the intestinal microbiome. The animal in the experimental group was used to provide sevoflurane inhalation anesthesia for 4 hours. The control group was not intervened. The feces of the experimental group and the control group were collected on the 1st, 3rd, 7th and 14th days after anesthesia. Sevoflurane inhalation anesthesia will cause changes in the intestinal microbiome of mice. It appears on the 1st day after anesthesia and is most obvious on the 7th day. The specific manifestation is that the abundance of microbiome and the diversity of the microbiome is reduced. At the same time, Untargeted metabonomics showed that compared with the control group, the experimental group had more increased metabolites related to the different microbiome, among which 5-methylthioadenosine was related to the central nervous system. Subsequently, the intestinal microbiome diversity of mice showed a trend of recovery on the 14th day. At the genus level, the fecal samples obtained on the 14th day after anesthesia exhibited significantly increased abundances of Bacteroides, Alloprevotella, and Akkermansia and significantly decreased abundances of Lactobacillus compared with the samples obtained on the 1st day after anesthesia. However, the abundance of differential bacteria did not recover with the changing trend of diversity. Therefore, we believe that sevoflurane inhalation anesthesia is associated with changes in the internal microbiome and metabolites, and this change may be completed through the brain-gut axis, while sevoflurane inhalation anesthesia may change the intestinal microbiome for as long as 14 days or longer.","['16S rRNA', 'Sevoflurane', 'Gene sequencing', 'Inhalation Anesthesia', 'Intestinal Microbiome']","['Harbin Medical', 'Medical University', 'University Cancer', 'Cancer Hospital', 'Chinese Guidelines', 'Changhong Zhao', 'Statement Experiments', 'regional ethics', 'ethics board', 'project license']",['KY2018-02)'],NaN
870,C:\Users\shweata\ethics_statement_2000_generic\PMC8012799\eupmc_result.json,PMC8012799,"Ethics Statement The studies involving human participants were reviewed and approved by Ethics Committee of Nanfang Hospital. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by Ethics Committee of Nanfang Hospital. Patients and Ethics Statement This study was approved by the Ethics Committee of Nanfang Hospital. All subjects provided written informed consent before the start of the study. Thirty-two PD patients were enrolled from the Nanfang Hospital of Southern Medical University and Guangdong 999 Brain Hospital. PD diagnosis was conducted by at least two experienced neurologists according to the MDS clinical diagnostic criteria for PD (Postuma et al.,  2015). Additionally, a total of 26 controls were recruited by at least two experienced neurologists who were blinded to the research objectives. Most of the patients in this group exhibited minor neurological deficits, such as mild headache, dizziness, etc. Both the PD patients and control groups (CG) were from Han ethnicity. All controls did not have extrapyramidal symptoms, brain trauma, hypothyroidism, psychiatric disease, anosmia, constipation, insomnia, and cognitive decline. Patients and controls who were malnourished, or had eating disorders, diagnosed with gastrointestinal disease or thalassemia, were not enrolled in this study."," Background : Brain iron deposition, low hemoglobin (HGB), and increased heme oxygenase-1 (HO-1) have been implicated in Parkinson's disease (PD). However, the association among them in PD is poorly studied.  Objective : To explore the association of the level of HO-1 with brain iron deposition and low level of HGB in PD.  Methods : A total of 32 patients with PD and 26 controls were recruited for this study. C57BL/6 male mice were used in generating 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)-induced chronic PD model. The Levels of serum HO-1 and HGB of human subjects and mice were assayed by ELISA, blood routine test, respectively. Quantitative susceptibility mapping (QSM) was used to quantitatively analyze brain iron deposition in human subjects and mice. HO-1 inhibitor (Sn-protoporphyrin, SnPP) was used to suppress the function and expression of HO-1 in PD mice. Correlations between the concentration of serum HO-1 and iron deposition of the region of interests (ROIs), levels of HGB, between the three factors mentioned above, and scores of clinical scales were explored in PD patients.  Results : This study revealed significant elevation of the serum HO-1 concentration, iron deposition within bilateral substantial nigra (SN), red nucleus (RN), and putamen (PUT) and decrease of HGB level in PD patients. There was a significantly positive correlation between the serum HO-1 concentration and iron deposition within SN, an inverse correlation between the serum HO-1 concentration and HGB level in PD patients. A significant increase in HO-1 expression of serum and iron deposition in SN was also observed in the PD mouse model, and the SnPP could significantly reduce iron deposition in the SN.  Conclusions : The high level of HO-1 may be the common mechanism of iron deposition and low HGB in PD. Therefore, the findings presented in this study indicate that HO-1 correlates with brain iron deposition and anemia in PD.","['heme Oxygenase-1', 'Parkinson’s Disease', 'Quantitative Susceptibility Mapping', 'Brain Iron Deposition', 'Low Hemoglobin']","['Nanfang Hospital', 'Ethics Committee', 'Ethics Statement', 'Ethics', 'Hospital', 'Nanfang', 'studies involving', 'involving human', 'Committee', 'patients']",[],NaN
871,C:\Users\shweata\ethics_statement_2000_generic\PMC8012846\eupmc_result.json,PMC8012846,"Ethics Statement The data was based on previously published trial, not from the database or the medical records. We used the Engauge Digitizer software to get the time to relapse information from the figures in the paper and reconstructed data by ourselves, which was explained in the Section Clinical Inputs. Besides, the utilities and costs were derived from the published literatures, so ethics approval or specific consent procedures were not required for this study. Ethics The data was based on previously published trial, not from the database or the medical records. We used the Engauge Digitizer software to get the time to relapse information from the figures in the paper and reconstructed data by ourselves, which was explained in the Section “Clinical Inputs.” Besides, the utilities and costs were derived from the published literatures, so ethics approval or specific consent procedures were not required for this study."," Objective:  This study aimed to compare the economic evaluation of recombinant human thrombopoietin+rituximab (rhTPO + RTX) vs. RTX as second-line treatment for adult patients with immunologic thrombocytopenic purpura in China.  Methods:  The Markov model was used in our research. The response rate and relapse rate data were derived from two clinical trials and one retrospective study. Cost and utility values were derived from published literature, a third-party database, and healthcare documents. In addition, one-way sensitivity analysis and probabilistic sensitivity analysis were performed to observe the stability of the model and data source.  Results:  In the Markov model, compared with RTX, rhTPO+RTX yielded an additional 0.04 QALYs, with an incremental cost of 2,802 USD. The ICER was 69,097 USD/QALY. According to the results from the one-way sensitivity analysis, complete response of rhTPO+RTX, utility of complete response and response of RTX were the main drivers in the model. The results from the probabilistic sensitivity analysis demonstrated that there was a 100% probability that rhTPO+RTX was not cost-effective vs. RTX alone at a threshold of $10,805/QALY and an 84% probability at a threshold of $32,415/QALY.  Conclusion:  RTX+rhTPO was not more cost-effective than RTX alone as second-line treatment for adult patients with immunologic thrombocytopenic purpura in China.","['Markov model', 'Rituximab', 'Cost-effectiveness (Ce)', 'Rhtpo', 'Immunologic Thrombocytopenic Purpura']","['Ethics Statement', 'Clinical Inputs', 'Engauge Digitizer', 'published trial', 'Digitizer software', 'previously published', 'reconstructed data', 'medical records', 'Section Clinical', 'published literatures']",[],NaN
872,C:\Users\shweata\ethics_statement_2000_generic\PMC8013434\eupmc_result.json,PMC8013434,ETHICS STATEMENT This work did not require ethics committee approval as its data are sourced from previously published materials.,"Like many countries Peru is confronting uncertainties due to the COVID-19 pandemic and its consequences. This is having impacts not only on health systems but also on the planning and preparation of its workforces. In this case article we summarise the progress Peru has been making to improve its workforce capacity and planning and review how Peru has coped with the stresses put on its health system arising from the pandemic. By recounting the responses that the Ministry of Health made through mobilising existing capabilities, additional workers and collaboration with health science faculties and health professional colleges, the article identifies that a longer-term planning perspective based on skills that services require is something that Peru may consider to compliment the health workforce investments that are already being made. As such, this case provides an example for workforce planners and policy makers to contemplate when considering health workforce planning in post-COVID uncertainty.","['Uncertainty', 'Peru', 'Health Workforce Planning', 'Health Workforce Governance', 'Covid-19', 'Health Futures']","['ETHICS STATEMENT', 'published materials', 'require ethics', 'ethics committee', 'committee approval', 'previously published', 'ETHICS', 'STATEMENT', 'materials', 'work']",[],NaN
873,C:\Users\shweata\ethics_statement_2000_generic\PMC8013686\eupmc_result.json,PMC8013686,ETHICS STATEMENT The authors declare that they comply with the principles of ethics in research.,"The purpose of this study is to explore how the coronavirus disease 2019 pandemic has affected the mental health of our society in Bangladesh as a thorough assessment of mental health is salient during this pandemic crisis. The study seeks to ensure that their unheard voices are reached to both national and international academic discourse, which has so far been uninhabited. It adopted qualitative interpretative methods of social research through content analysis. The study found that the pandemic did not affect all groups of society uniformly, rather the intensity of its impact varied depending on factors such as economic status and family institutions. The lower socioeconomic class is the worst affected as the pandemic made them unemployed, leading them to an uncertain future. Despite such variations, the general population has experienced a subsequent increase in workload, and challenges in using routine health facilities that increased behavioural changes, higher levels of stress, anxiety, depression and suicides.","['Depression', 'Anxiety', 'Mental health', 'Suicide', 'Covid-19']","['ETHICS STATEMENT', 'authors declare', 'ETHICS', 'STATEMENT', 'research', 'authors', 'declare', 'comply', 'principles']",[],NaN
